enhancer	FC	p	diff_fdr
chr8:96197025-96197314	2.797047066	5.42E-06	6.74E-05
chr20:25227906-25228088	0.419174803	5.60E-06	6.96E-05
chr16:29137517-29137756	0.351569081	5.86E-06	7.25E-05
chr8:103822630-103823284	1.959772794	5.86E-06	7.25E-05
chr4:189365489-189365865	0.187858407	5.89E-06	7.27E-05
chr6:143274620-143274763	0.439019798	6.24E-06	7.68E-05
chr1:858256-858648	4.837820198	6.59E-06	8.10E-05
chr6:169556642-169556776	3.45636375	6.95E-06	8.51E-05
chr4:190708637-190708848	0.050447655	7.05E-06	8.62E-05
chr1:234658291-234658851	0.179114928	7.25E-06	8.85E-05
chr8:128305149-128305567	0.292727679	7.34E-06	8.93E-05
chr22:50414821-50415138	0.575024653	7.36E-06	8.94E-05
chr11:129242787-129242887	0.325266906	7.68E-06	9.31E-05
chr7:30224515-30225078	0.530304237	7.85E-06	9.49E-05
chr22:31030399-31030736	0.330005404	8.06E-06	9.73E-05
chr16:85202555-85203049	0.161210948	8.17E-06	9.83E-05
chr10:3852273-3852886	3.615094186	8.61E-06	0.000103422
chr4:121482847-121483145	0.351782391	9.28E-06	0.000111159
chr14:91723953-91724002	3.519339485	9.36E-06	0.000111974
chr9:113020932-113021563	2.911311232	9.70E-06	0.000115781
chr14:35821559-35821658	2.903916827	9.74E-06	0.000115938
chr12:26267263-26267811	0.26433171	9.88E-06	0.000117362
chr7:39661364-39661771	1.935325749	1.01E-05	0.000119204
chr20:2648841-2649036	0.529542268	1.03E-05	0.000121631
chr9:1917403-1917482	0.229091635	1.04E-05	0.000123268
chr21:46823895-46824295	0.671494629	1.05E-05	0.000123311
chr22:30644816-30645407	0.302842616	1.06E-05	0.000124278
chr10:9017648-9017767	112.0504231	1.06E-05	0.000124278
chr9:13034069-13034552	12.21850411	1.08E-05	0.000126226
chr16:2917931-2918273	2.038388032	1.08E-05	0.000126226
chr22:42063539-42063782	0.515875096	1.09E-05	0.000126681
chrX:13170049-13170410	0.132500321	1.09E-05	0.000127274
chr8:145911932-145912089	3.176955729	1.12E-05	0.000129488
chr1:27185755-27186143	0.365221584	1.12E-05	0.000129488
chr7:45244610-45244975	0.466581209	1.12E-05	0.000129622
chr20:1766926-1767304	0.239140282	1.12E-05	0.000129622
chr22:32511629-32511843	0.235739995	1.17E-05	0.000134956
chr4:38664467-38664838	0.669626798	1.19E-05	0.000136045
chr7:27386345-27386573	10.31054927	1.19E-05	0.00013632
chr7:373094-373351	0.164956444	1.23E-05	0.000140557
chr11:2009660-2010154	0.26993081	1.25E-05	0.000142462
chr10:5530637-5531333	9.318212137	1.28E-05	0.000145855
chr5:173205731-173206004	0.193935797	1.28E-05	0.000145855
chr8:61835199-61835395	3.299932534	1.32E-05	0.000148856
chr20:2812856-2812910	0.375449346	1.32E-05	0.000148856
chr1:8198088-8198334	0.310655838	1.39E-05	0.000156377
chr21:45577373-45578052	0.725666287	1.39E-05	0.000156971
chr22:50364171-50364294	0.407628656	1.40E-05	0.000156982
chr22:39608827-39609203	0.462430261	1.40E-05	0.000157174
chr3:150457276-150457594	3.574485347	1.43E-05	0.000160474
chr4:3463022-3463837	4.477548517	1.47E-05	0.000163833
chr1:25566618-25566670	0.415357296	1.48E-05	0.000164655
chr8:128306934-128307283	0.372548638	1.54E-05	0.000170541
chr10:133776164-133776302	0.579506932	1.54E-05	0.000170541
chr15:96703320-96703585	0.369858046	1.56E-05	0.000172831
chr3:188661502-188661787	0.464539173	1.56E-05	0.000172831
chr6:159449163-159449535	0.473941084	1.57E-05	0.000172831
chr4:79537274-79537650	0.363707205	1.58E-05	0.000173601
chr15:101261855-101262549	0.136034799	1.72E-05	0.000189237
chr21:46824359-46824541	0.611798938	1.73E-05	0.000189301
chr12:52278286-52278855	0.16663847	1.78E-05	0.000194512
chr10:6438616-6439009	0.559050905	1.78E-05	0.000194512
chr2:242805912-242805984	0.323311901	1.79E-05	0.000194562
chr5:44821100-44821499	2.143299211	1.79E-05	0.000194562
chr6:14910842-14911169	3.752643897	1.84E-05	0.000200287
chr8:10725251-10725387	0.328972461	1.89E-05	0.000205343
chr21:46294509-46294819	0.699612023	1.97E-05	0.000213037
chr8:66893726-66894034	2.552507752	1.97E-05	0.000213037
chr16:57377213-57377564	0.137593449	2.02E-05	0.00021816
chr8:16999712-16999890	0.307524714	2.12E-05	0.000227787
chr4:74569694-74570920	0.212212276	2.25E-05	0.000241932
chr16:4349200-4349352	2.301553574	2.27E-05	0.000243407
chr11:122052220-122052515	0.259402348	2.28E-05	0.000243407
chr20:290991-291448	2.408735884	2.29E-05	0.00024444
chr6:158185393-158186221	0.273612938	2.34E-05	0.000248442
chr20:46556797-46557054	7.88138687	2.34E-05	0.000248442
chr5:957095-957485	5.63030113	2.39E-05	0.000253776
chr8:82252189-82252452	0.218686017	2.50E-05	0.000264488
chr18:20035500-20035848	0.239656995	2.60E-05	0.000274473
chr7:3283908-3284312	0.300713984	2.64E-05	0.000278235
chr2:242714145-242714474	7.958148956	2.69E-05	0.000283047
chr10:25100941-25101162	0.534030913	2.84E-05	0.00029867
chr11:12973520-12973623	0.253494328	2.98E-05	0.000312743
chr14:105154013-105154712	3.645451729	3.08E-05	0.000322566
chr7:157092515-157093215	4.909352449	3.10E-05	0.000323531
chr16:1341001-1341384	8.50446544	3.16E-05	0.000329383
chr17:4934963-4935218	0.511867736	3.34E-05	0.00034752
chr4:38859134-38859762	3.73606269	3.35E-05	0.00034752
chr16:88338212-88338634	2.753579178	3.43E-05	0.000355576
chr16:14088591-14088730	0.239496274	3.46E-05	0.000358238
chr3:195430866-195431240	0.56495483	3.49E-05	0.000360096
chr12:43506983-43507174	36.93755456	3.49E-05	0.000360096
chr2:235397514-235398106	0.424268293	3.52E-05	0.000362448
chr14:91730791-91731194	3.305251944	3.58E-05	0.000367693
chr14:105541748-105541955	2.919695449	3.60E-05	0.000368592
chr8:102423654-102423774	3.943772339	3.60E-05	0.000368592
chr6:144537313-144537754	0.480768929	3.64E-05	0.000371407
chr1:235010375-235010572	4.099835197	3.65E-05	0.000371638
chr10:44046358-44046416	2.17204375	3.72E-05	0.00037814
chr7:2538442-2538641	0.275243237	3.73E-05	0.000378207
chr11:9635436-9636077	0.461944627	3.88E-05	0.000392283
chr16:50573093-50573439	9.91368755	3.88E-05	0.000392283
chr14:104009097-104009329	0.445264147	3.91E-05	0.000394356
chr9:100667728-100667773	0.588912505	4.05E-05	0.000407847
chr6:156659234-156659631	1.72229716	4.06E-05	0.000407847
chr2:455045-455436	0.242282285	4.07E-05	0.000408519
chr7:129419876-129420343	3.130579399	4.19E-05	0.000419651
chr18:8801229-8801479	6.463785827	4.20E-05	0.000419794
chrX:57927530-57927661	0.757306027	4.35E-05	0.000434497
chr6:170482866-170483129	0.382219568	4.43E-05	0.000441922
chr4:161240057-161240222	74.97125714	4.54E-05	0.000451015
chr7:75923846-75924306	3.349570042	4.54E-05	0.000451015
chr6:168778167-168778509	0.323881453	4.59E-05	0.000454687
chr20:5466179-5466313	0.426385301	4.60E-05	0.000454687
chr6:148358652-148358995	0.14716806	4.65E-05	0.000459387
chr10:179287-179666	2.090975097	4.67E-05	0.00046017
chrX:1479744-1480128	0.434735527	4.72E-05	0.00046414
chr21:47438635-47438925	0.308899649	4.73E-05	0.00046414
chr20:36034782-36035452	0.50065477	5.04E-05	0.000494414
chr10:9042425-9042760	22.45738377	5.06E-05	0.000495074
chr10:5590507-5590769	17.17154822	5.16E-05	0.000502978
chr20:48900220-48901229	0.363850039	5.16E-05	0.000502978
chr16:88448195-88448445	3.264804309	5.21E-05	0.000506804
chr18:72782580-72783607	1.557512218	5.23E-05	0.000508592
chr5:2719879-2719902	0.229096907	5.27E-05	0.000510899
chr1:945769-946034	0.562533816	5.33E-05	0.000516431
chr1:856539-856757	4.297224811	5.37E-05	0.000518779
chr6:166765505-166765751	0.467841237	5.41E-05	0.000521678
chr20:1793760-1794139	0.215759864	5.42E-05	0.000521678
chr20:39339297-39339534	0.179684343	5.54E-05	0.000532776
chr7:22444276-22444586	0.252932922	5.66E-05	0.000542714
chr8:2740285-2740400	0.289873237	5.88E-05	0.000563065
chr14:105265888-105266206	2.481331803	6.06E-05	0.000579402
chr9:140487255-140487495	2.882658091	6.23E-05	0.00059449
chr3:195908745-195909032	0.423520659	6.41E-05	0.00061121
chr11:2031573-2031928	0.231420717	6.65E-05	0.000632672
chr2:237685373-237686074	0.36983896	6.78E-05	0.000643385
chr15:96630507-96630843	0.346439739	6.85E-05	0.000649014
chr6:138265633-138265773	7.746988403	6.87E-05	0.000649627
chr10:135071993-135072118	2.214791624	6.89E-05	0.000650515
chr7:158500449-158500649	2.02397459	6.93E-05	0.000653418
chr9:13084176-13084414	9.042647785	7.14E-05	0.000671809
chr7:17721637-17721811	Inf	7.15E-05	0.000671809
chr7:104612836-104613032	0.3845928	7.20E-05	0.000674734
chr8:29948448-29949236	0.321139459	7.20E-05	0.000674734
chr10:17652629-17652974	0.343195715	7.25E-05	0.000677435
chr5:53848607-53848967	0.528449921	7.31E-05	0.000681983
chr22:46944783-46944886	5.002209249	7.45E-05	0.000693705
chr4:683740-684022	2.5400464	7.51E-05	0.000698941
chr2:237885369-237885886	0.315409882	7.53E-05	0.000699075
chr1:1173386-1173736	5.798538682	7.59E-05	0.000703452
chr14:95060330-95060702	3.455486742	7.66E-05	0.00070838
chr5:159419234-159419398	0.480233363	7.70E-05	0.000711559
chr8:1693210-1693378	2.712270543	7.76E-05	0.000715552
chr18:74277589-74278024	0.375956838	7.84E-05	0.000721439
chr16:71876202-71876421	0.532921688	7.93E-05	0.000728439
chr14:105491233-105491512	1.736588285	7.99E-05	0.000733562
chr12:13376138-13376415	0.296195669	8.09E-05	0.000741466
chr6:159445065-159445260	0.627507605	8.17E-05	0.000746318
chr9:132168772-132168919	6.063761215	8.18E-05	0.000746318
chr5:173391394-173391777	4.236768046	8.35E-05	0.000761242
chr12:53368339-53368600	8.101849924	8.40E-05	0.000764359
chr22:43076677-43076928	0.463702624	8.57E-05	0.00077839
chr3:197033346-197033465	3.054790568	8.66E-05	0.000784941
chrX:12991564-12992257	0.709616931	8.76E-05	0.000792849
chr10:8897116-8897206	16.31313958	8.95E-05	0.000809295
chr17:7236036-7236269	0.462237568	9.07E-05	0.000818835
chr4:187762182-187762435	0.3978854	9.23E-05	0.000831133
chr14:21151333-21151694	0.587694167	9.36E-05	0.000841943
chr20:19706762-19707007	0.572993606	9.46E-05	0.000849634
chr1:16508402-16508642	0.349625595	9.56E-05	0.000856407
chr10:9076423-9076646	32.68592899	9.57E-05	0.000856407
chr20:17876337-17876490	0.204204506	9.77E-05	0.000872076
chr16:3031604-3031823	2.588985227	9.78E-05	0.000872076
chr8:119808728-119809168	3.854030016	9.81E-05	0.000872076
chr16:50554457-50554868	11.54951937	9.82E-05	0.000872076
chr15:100456302-100456505	0.46453897	9.84E-05	0.000872076
chr6:109035823-109035995	0.458617421	9.86E-05	0.000872076
chr16:54961070-54961275	1.554568578	9.86E-05	0.000872076
chr8:144820199-144820570	2.019557359	9.93E-05	0.000877244
chr12:47788335-47788652	1.66753841	9.98E-05	0.000880093
chr1:12600525-12600853	0.294693159	0.000100471	0.000884565
chr11:117882756-117883280	0.193920424	0.000100829	0.000886286
chr21:44760713-44760913	6.710868344	0.00010381	0.000911019
chr17:4812526-4812616	0.282539898	0.0001043	0.000913842
chr3:141173878-141174028	2.320698231	0.000104964	0.000918179
chr1:248894360-248894532	7.819341379	0.000105672	0.000922894
chr4:79606956-79607336	1.632718969	0.000105886	0.00092328
chr10:8898873-8899238	32.9823598	0.000107923	0.000939539
chr7:17094571-17094955	2.332746651	0.00010842	0.00094096
chr8:82263227-82263471	0.223790041	0.000108433	0.00094096
chr4:124410194-124410374	0.139446667	0.000109053	0.000944833
chr11:2008416-2008795	0.197323188	0.000112429	0.000972537
chr10:5638863-5639270	3.588772098	0.000118169	0.001019741
chr5:177041998-177042331	0.747397002	0.000118261	0.001019741
chr20:20347223-20347613	28.69761301	0.000121685	0.001046146
chr20:56293544-56293843	2.401375156	0.000121763	0.001046146
chr4:186495067-186495245	0.227067861	0.0001219	0.001046146
chrX:117832529-117832854	0.224566606	0.000122374	0.001048564
chr11:368352-368730	0.484229994	0.000123991	0.001060751
chrX:3732525-3732707	2.555000738	0.000124909	0.001066919
chr10:8907472-8907746	25.04635023	0.000126261	0.001076779
chr19:4089074-4089290	1.482978031	0.00012957	0.001103274
chr21:30374865-30375265	0.698382038	0.000130342	0.001108113
chrX:124338810-124338926	0.287223935	0.000131	0.001111964
chr4:71677284-71677574	0.559324864	0.000136295	0.001155114
chr3:194022185-194022450	2.983141635	0.000138194	0.001169382
chr16:64944348-64944657	32.14873092	0.000139503	0.001178626
chr8:56791431-56791783	0.676427914	0.000140602	0.001186073
chr1:1348685-1348696	0.540531408	0.000141854	0.001194186
chr7:30265497-30265992	0.642768495	0.000142003	0.001194186
chr10:29421778-29421876	5.61466691	0.000147783	0.001240871
chr19:2287726-2288039	2.321552187	0.000148178	0.001242279
chr15:93374780-93375598	0.572795785	0.000149297	0.00124973
chrX:3102520-3102927	6.849694578	0.000152897	0.001276091
chr16:1339188-1339523	11.52171216	0.000152915	0.001276091
chr2:239968226-239968465	0.322777817	0.000156067	0.001300398
chr4:77869398-77869850	0.743404879	0.000157237	0.001308141
chr14:43420114-43420297	12.87112153	0.000159388	0.001324013
chr6:169314330-169314429	7.304098679	0.000159638	0.001324069
chr4:77705263-77705447	0.637672276	0.000160173	0.001326487
chr10:38202647-38203041	0.194834209	0.000161305	0.001333827
chr14:103672309-103672597	2.414083006	0.000162108	0.001338438
chr4:1339085-1339471	1.51260773	0.000164442	0.00135362
chr22:35529944-35530291	131.3080681	0.000164444	0.00135362
chr2:393939-394227	0.266999076	0.000166162	0.001365688
chr15:100452291-100452658	0.165402129	0.00016656	0.001366896
chr20:58957250-58957289	0.398226185	0.000166883	0.001367486
chr14:92973731-92974009	0.522476532	0.000167177	0.001367835
chr6:151178145-151178545	0.469836494	0.000175791	0.001436154
chr5:177042588-177043196	0.753029243	0.000176099	0.001436512
chr12:53288883-53289427	0.18490561	0.000177891	0.001448962
chr9:133776271-133776620	6.251864406	0.000178654	0.001452997
chr6:138022263-138022940	3.326809374	0.000179514	0.001456762
chr12:833741-833842	0.215656979	0.000179652	0.001456762
chr16:1347371-1347380	6.180732921	0.000183385	0.001484816
chr4:169992046-169992220	3.864185586	0.000183822	0.001485244
chr2:242485030-242485360	0.210723354	0.000183984	0.001485244
chr3:131090710-131090810	0.660005809	0.000185843	0.001498034
chr22:42327988-42328313	1.967099601	0.000189349	0.001524033
chr22:42073632-42073949	0.713226225	0.000190092	0.001527755
chr6:2858879-2859560	0.727761743	0.000192136	0.001541905
chr4:185770455-185770749	0.257023796	0.000194735	0.001560462
chr4:175148409-175148685	0.440295675	0.000195051	0.001560691
chrX:133320992-133321049	67.10263776	0.000196297	0.001567908
chr2:242833644-242833731	1.92215776	0.00019673	0.001567908
chr10:8088862-8088888	13.25423278	0.000196817	0.001567908
chr2:238052381-238052681	0.395158688	0.000199226	0.001584779
chr18:51787123-51787305	0.424444796	0.000200324	0.001591185
chr11:128172320-128172993	0.537929929	0.000201105	0.00159506
chr2:237881431-237881780	0.18612128	0.00020175	0.001595497
chr3:187011848-187012020	0.202373952	0.000201937	0.001595497
chr7:90161-90450	0.230644166	0.00020204	0.001595497
chr4:1339592-1340250	1.538204409	0.00020369	0.001606196
chr22:48883958-48884244	12.41686392	0.000204127	0.001607317
chr4:78977065-78977655	0.461387616	0.000206601	0.001624444
chr12:4378284-4379414	0.595083376	0.000206958	0.001624902
chr11:121915938-121916278	0.320318879	0.000208242	0.001632631
chr7:38282478-38282707	0.486213889	0.00020995	0.001643652
chr5:964858-965249	2.895116231	0.000213219	0.001666843
chr1:8194345-8194402	0.26653124	0.000224271	0.001750731
chr6:170491997-170492052	0.346970907	0.000224768	0.001752093
chr20:1873360-1873375	0.274758835	0.000226354	0.001759716
chr22:50747003-50747284	0.552274544	0.000226392	0.001759716
chr20:43869504-43869693	0.413901092	0.000227097	0.001762673
chr20:62138486-62138705	1.868756103	0.000228884	0.001774017
chr4:184270914-184271169	2.65690591	0.000233877	0.001810132
chr10:38149659-38150080	0.562061926	0.00023482	0.001814854
chr1:229388898-229389111	0.416712245	0.000235453	0.001817163
chr9:140023271-140023604	1.48396536	0.000237385	0.001829479
chr8:117000021-117000603	3.164167342	0.000238146	0.001832748
chr4:85420434-85420908	4.527555345	0.000240126	0.001845377
chr9:140067700-140068118	1.95690213	0.000242	0.001857152
chr21:44831131-44831382	4.425466272	0.000242632	0.00185938
chr12:6525626-6525956	0.509699403	0.000246286	0.001884729
chr8:96129740-96130058	3.15694505	0.000248006	0.001895225
chr10:32218329-32218518	0.681568738	0.000250575	0.001912175
chr12:26268989-26269114	0.231322057	0.000254495	0.001939365
chr5:14142332-14142650	2.510110087	0.000255846	0.001946932
chrX:1514556-1514901	0.607538291	0.000258351	0.001963254
chr1:229333028-229333175	0.284670727	0.000262732	0.001993755
chr2:241373489-241373922	0.264450583	0.000263137	0.001994053
chr9:132189846-132190422	0.198417732	0.000265595	0.002009876
chr1:10245595-10245867	0.307138683	0.000267962	0.002024973
chr10:44363607-44363971	0.385307244	0.000270545	0.002041661
chr6:169475360-169475647	0.342061953	0.000272263	0.002051774
chr11:10940363-10940655	0.373057576	0.00027493	0.002069013
chr2:289560-289860	0.185799772	0.000277525	0.002085651
chr8:128911546-128911899	2.179907281	0.000279075	0.002094412
chr8:101506755-101507113	2.883051859	0.000279899	0.002097698
chr6:148443958-148444368	0.145392723	0.000285017	0.002133118
chr7:130552122-130552429	0.423326389	0.000287453	0.002148393
chr8:101512336-101512720	2.910212389	0.000289609	0.002161537
chrX:135927542-135927922	0.74371429	0.000297228	0.002215369
chr10:3507725-3507898	0.587521639	0.000299252	0.00222612
chr10:5590959-5591270	2.065530654	0.000299733	0.00222612
chr16:55365064-55365162	0.302950013	0.000299898	0.00222612
chr4:40057110-40057493	1.754307501	0.00030562	0.002265504
chr14:92020221-92020609	2.52170802	0.000306719	0.002270555
chr6:387336-387726	0.26650401	0.000308933	0.002283836
chr7:150054539-150054733	0.534587856	0.000310883	0.002295086
chr10:9052186-9052462	13.13503062	0.000311298	0.002295086
chr20:48804007-48804349	0.587166089	0.000314507	0.002315608
chr9:140134697-140134985	2.128429307	0.000317064	0.00233128
chr8:124678761-124678897	3.630134717	0.000321236	0.002355949
chr3:194247870-194248550	0.59480784	0.000321285	0.002355949
chr12:13229599-13229845	2.417057583	0.00033176	0.002429484
chr9:120522424-120523171	0.492789292	0.000332969	0.002435063
chr20:42286061-42286420	5.551552278	0.000339236	0.002477563
chr7:100812004-100812607	12.18378335	0.000342305	0.002496627
chr10:3856317-3856712	7.107088614	0.000356466	0.002596431
chr9:139538017-139538160	0.272704008	0.000358698	0.0026079
chr7:2570337-2570495	0.524298875	0.000359	0.0026079
chr20:3188788-3188839	1.756635023	0.000361984	0.002626072
chr21:46172768-46173172	12.71176634	0.000367928	0.002665638
chr22:17528836-17529213	0.552027539	0.000373395	0.002701651
chr6:143286973-143287055	0.386323788	0.0003912	0.002826719
chr6:3166310-3166878	0.520739148	0.000398055	0.002872435
chr11:32913428-32913828	1.394642525	0.000399266	0.002877359
chr5:53969444-53970118	0.405302244	0.000402115	0.002893839
chr9:139737773-139737949	2.109549856	0.000402617	0.002893839
chr8:101450289-101450675	3.556315163	0.000405002	0.002907146
chr21:45614142-45614593	0.507190999	0.000405927	0.002907751
chr5:54197279-54197516	10.97625623	0.000406155	0.002907751
chr17:4552128-4552263	3.365775991	0.000409712	0.002929356
chr11:35052236-35052689	2.358731125	0.000411647	0.002939333
chr6:6811454-6812228	2.840116146	0.000413269	0.002943837
chr8:102478937-102479163	2.416078363	0.00041336	0.002943837
chr4:114369024-114369155	0.448255616	0.000416504	0.002962349
chr14:38755298-38755650	0.255262569	0.000426474	0.0030293
chr14:27998275-27998515	0.090919067	0.000427522	0.00303279
chrX:139855409-139855570	0.459516103	0.000431639	0.003056922
chr16:11300663-11300859	0.449167169	0.000432048	0.003056922
chr8:144328155-144328364	0.241957438	0.000434342	0.003069164
chr9:2490043-2490145	0.370686448	0.000439109	0.003098822
chr16:69506405-69506529	0.368926876	0.000445057	0.003136729
chr22:30608541-30609106	0.327849155	0.000453229	0.003190193
chr9:118358577-118359027	3.184488244	0.000457764	0.003217954
chr21:44856189-44856512	2.018110061	0.00046076	0.003233221
chr4:7966281-7966672	0.47577925	0.000461125	0.003233221
chr12:9797730-9798098	3.859228582	0.000467934	0.003276744
chr4:141164479-141164682	0.396033545	0.000470386	0.003289681
chr8:117049380-117049760	3.362881428	0.000483892	0.003379792
chr6:14889640-14889747	10.0458778	0.000486729	0.003393279
chr5:1930136-1931342	0.465297192	0.000487071	0.003393279
chr2:235399833-235400404	0.418582775	0.000491655	0.003418498
chr8:61816883-61817210	7.259290744	0.000491947	0.003418498
chr10:8915965-8916215	46.92885292	0.000507403	0.003521404
chr21:45627966-45628150	2.477700507	0.000509368	0.003530537
chr16:3013245-3013631	6.058611965	0.00051847	0.003589051
chrX:117832906-117833107	0.28815766	0.000519504	0.003591638
chr6:118759105-118759218	0.282102098	0.000523477	0.003614519
chr21:47651317-47651563	1.888410134	0.000527837	0.003639999
chr19:2494705-2495117	2.118235282	0.000529889	0.003649527
chr22:30678606-30678993	0.472724203	0.000532029	0.003659632
chr1:19283819-19283997	0.280124931	0.000543767	0.003735654
chr1:229229415-229229758	0.253089177	0.000545175	0.003740601
chr14:95239496-95239653	2.318266026	0.000548884	0.003761304
chr5:1130725-1130985	1.619005473	0.000552501	0.003781329
chr5:54897039-54897427	0.254082187	0.000553516	0.003783516
chr16:4818680-4818913	2.690108455	0.000569048	0.003884805
