Chromosome	Start	End	Type	chr	med_start3kb	med_end3kb	enhancer	diff_CNV_intersect	q	G.score	average.amplitude	frequency
11	129150118	129322212	Del	11	129201080	129201232	chr11:129201080-129201232	152	44.260276	0.212921	0.526632	0.472222
11	129150118	129322212	Del	11	129242787	129242887	chr11:129242787-129242887	100	44.260276	0.212921	0.526632	0.472222
11	129150118	129322212	Del	11	129244480	129244782	chr11:129244480-129244782	302	44.260276	0.212921	0.526632	0.472222
11	129322250	129730562	Del	11	129488554	129488734	chr11:129488554-129488734	180	45.372811	0.215528	0.526555	0.47037
11	129322250	129730562	Del	11	129507501	129507545	chr11:129507501-129507545	44	45.372811	0.215528	0.526555	0.47037
11	129322250	129730562	Del	11	129508234	129508346	chr11:129508234-129508346	112	45.372811	0.215528	0.526555	0.47037
11	129322250	129730562	Del	11	129509159	129509661	chr11:129509159-129509661	502	45.372811	0.215528	0.526555	0.47037
11	129322250	129730562	Del	11	129512959	129513316	chr11:129512959-129513316	357	45.372811	0.215528	0.526555	0.47037
11	129322250	129730562	Del	11	129601384	129601709	chr11:129601384-129601709	325	45.372811	0.215528	0.526555	0.47037
11	129322250	129730562	Del	11	129730176	129730501	chr11:129730176-129730501	325	45.372811	0.215528	0.526555	0.47037
11	12966829	13294565	Del	11	12973520	12973623	chr11:12973520-12973623	103	4.14468	0.088116	0.415666	0.259259
11	12966829	13294565	Del	11	13045391	13045502	chr11:13045391-13045502	111	4.14468	0.088116	0.415666	0.259259
11	129730845	129769926	Del	11	129731747	129732130	chr11:129731747-129732130	383	45.265144	0.215227	0.528161	0.47037
11	130347190	130741415	Del	11	130392180	130392594	chr11:130392180-130392594	414	45.667594	0.216229	0.526815	0.469444
11	130347190	130741415	Del	11	130479003	130479154	chr11:130479003-130479154	151	45.667594	0.216229	0.526815	0.469444
11	133796538	134022023	Del	11	133903772	133904156	chr11:133903772-133904156	384	51.826531	0.230965	0.527396	0.478704
11	133796538	134022023	Del	11	133919324	133919581	chr11:133919324-133919581	257	51.826531	0.230965	0.527396	0.478704
11	1345562	1493105	Del	11	1357863	1358286	chr11:1357863-1358286	423	13.832863	0.128715	0.438333	0.283333
11	1345562	1493105	Del	11	1404403	1404794	chr11:1404403-1404794	391	13.832863	0.128715	0.438333	0.283333
11	1345562	1493105	Del	11	1409546	1409852	chr11:1409546-1409852	306	13.832863	0.128715	0.438333	0.283333
1	11359575	11598670	Del	1	11392847	11393171	chr1:11392847-11393171	324	34.871967	0.189865	0.43169	0.408333
11	14389780	14523939	Del	11	14436782	14437066	chr11:14436782-14437066	284	2.025524	0.074783	0.410853	0.242593
11	14898612	14924665	Del	11	14916687	14916856	chr11:14916687-14916856	169	1.44108	0.070172	0.410427	0.238889
11	1493609	1527718	Del	11	1523761	1524132	chr11:1523761-1524132	371	13.727705	0.128314	0.436117	0.282407
11	15107454	15985572	Del	11	15541496	15541514	chr11:15541496-15541514	18	1.201629	0.068167	0.409721	0.237963
11	15107454	15985572	Del	11	15645102	15645463	chr11:15645102-15645463	361	1.201629	0.068167	0.409721	0.237963
11	15107454	15985572	Del	11	15645496	15645682	chr11:15645496-15645682	186	1.201629	0.068167	0.409721	0.237963
11	1528207	1596246	Del	11	1536608	1536918	chr11:1536608-1536918	310	14.388924	0.13062	0.436117	0.282407
11	1528207	1596246	Del	11	1543133	1543339	chr11:1543133-1543339	206	14.388924	0.13062	0.436117	0.282407
11	1528207	1596246	Del	11	1595832	1596187	chr11:1595832-1596187	355	14.388924	0.13062	0.436117	0.282407
11	1598141	1928636	Del	11	1751706	1752102	chr11:1751706-1752102	396	14.890553	0.132324	0.437509	0.283333
11	1598141	1928636	Del	11	1772582	1772778	chr11:1772582-1772778	196	14.890553	0.132324	0.437509	0.283333
11	1598141	1928636	Del	11	1773349	1773482	chr11:1773349-1773482	133	14.890553	0.132324	0.437509	0.283333
11	1598141	1928636	Del	11	1794819	1794975	chr11:1794819-1794975	156	14.890553	0.132324	0.437509	0.283333
11	1598141	1928636	Del	11	1865419	1866172	chr11:1865419-1866172	753	14.890553	0.132324	0.437509	0.283333
11	1598141	1928636	Del	11	1876283	1876611	chr11:1876283-1876611	328	14.890553	0.132324	0.437509	0.283333
11	1598141	1928636	Del	11	1879618	1879880	chr11:1879618-1879880	262	14.890553	0.132324	0.437509	0.283333
11	1598141	1928636	Del	11	1894620	1894889	chr11:1894620-1894889	269	14.890553	0.132324	0.437509	0.283333
1	11790687	11815364	Del	1	11791882	11792060	chr1:11791882-11792060	178	34.800428	0.189664	0.431398	0.408333
1	11924027	11992184	Del	1	11968510	11969143	chr1:11968510-11969143	633	35.967504	0.192672	0.431672	0.409259
1	11924027	11992184	Del	1	11990003	11990329	chr1:11990003-11990329	326	35.967504	0.192672	0.431672	0.409259
11	2007244	2138763	Del	11	2008416	2008795	chr11:2008416-2008795	379	13.892422	0.128916	0.438288	0.282407
11	2007244	2138763	Del	11	2009660	2010154	chr11:2009660-2010154	494	13.892422	0.128916	0.438288	0.282407
11	2007244	2138763	Del	11	2031573	2031928	chr11:2031573-2031928	355	13.892422	0.128916	0.438288	0.282407
1	12109295	12223839	Del	1	12210430	12211346	chr1:12210430-12211346	916	35.75881	0.19217	0.431621	0.412037
1	12109295	12223839	Del	1	12213128	12213883	chr1:12213128-12213883	755	35.75881	0.19217	0.431621	0.412037
11	2209046	2314254	Del	11	2212480	2212615	chr11:2212480-2212615	135	14.94714	0.132524	0.438132	0.281481
11	2209046	2314254	Del	11	2226111	2226485	chr11:2226111-2226485	374	14.94714	0.132524	0.438132	0.281481
11	2209046	2314254	Del	11	2234751	2234909	chr11:2234751-2234909	158	14.94714	0.132524	0.438132	0.281481
11	2209046	2314254	Del	11	2238005	2238048	chr11:2238005-2238048	43	14.94714	0.132524	0.438132	0.281481
11	2209046	2314254	Del	11	2286743	2287171	chr11:2286743-2287171	428	14.94714	0.132524	0.438132	0.281481
11	2209046	2314254	Del	11	2308189	2308521	chr11:2308189-2308521	332	14.94714	0.132524	0.438132	0.281481
1	12225351	12250979	Del	1	12225396	12225718	chr1:12225396-12225718	322	34.665219	0.189364	0.431275	0.412037
1	12574847	12628637	Del	1	12579035	12579403	chr1:12579035-12579403	368	35.051893	0.190366	0.430182	0.414815
1	12574847	12628637	Del	1	12589452	12589763	chr1:12589452-12589763	311	35.051893	0.190366	0.430182	0.414815
1	12574847	12628637	Del	1	12599928	12600179	chr1:12599928-12600179	251	35.051893	0.190366	0.430182	0.414815
1	12574847	12628637	Del	1	12600525	12600853	chr1:12600525-12600853	328	35.051893	0.190366	0.430182	0.414815
1	12634034	12683421	Del	1	12681925	12682190	chr1:12681925-12682190	265	35.051893	0.190366	0.430182	0.414815
11	2895800	2908656	Del	11	2907965	2908172	chr11:2907965-2908172	207	14.829487	0.132123	0.43706	0.282407
11	2910621	2958245	Del	11	2951529	2951649	chr11:2951529-2951649	120	14.766312	0.131923	0.43715	0.281481
11	2910621	2958245	Del	11	2954251	2954383	chr11:2954251-2954383	132	14.766312	0.131923	0.43715	0.281481
11	2958277	2981169	Del	11	2961841	2962060	chr11:2961841-2962060	219	14.978425	0.132625	0.435039	0.281481
11	3021542	3103732	Del	11	3021368	3021548	chr11:3021368-3021548	6	12.910327	0.125507	0.434109	0.282407
11	3021542	3103732	Del	11	3090855	3091125	chr11:3090855-3091125	270	12.910327	0.125507	0.434109	0.282407
11	3189282	3266133	Del	11	3190411	3190716	chr11:3190411-3190716	305	12.740265	0.124906	0.433725	0.278704
11	3189282	3266133	Del	11	3190882	3191107	chr11:3190882-3191107	225	12.740265	0.124906	0.433725	0.278704
11	3189282	3266133	Del	11	3191153	3191550	chr11:3191153-3191550	397	12.740265	0.124906	0.433725	0.278704
11	32912431	32926322	Amp	11	32913428	32913828	chr11:32913428-32913828	400	2.919356	0.184247	0.629004	0.205556
11	33676925	33726222	Amp	11	33711808	33712191	chr11:33711808-33712191	383	2.209498	0.17346	0.6086	0.205556
11	33676925	33726222	Amp	11	33713598	33714029	chr11:33713598-33714029	431	2.209498	0.17346	0.6086	0.205556
11	3399740	3628837	Del	11	3533400	3533573	chr11:3533400-3533573	173	12.379203	0.123603	0.43036	0.27963
11	34119367	34130644	Amp	11	34125347	34125667	chr11:34125347-34125667	320	0.876525	0.149098	0.569318	0.202778
11	34815099	34854295	Amp	11	34847243	34847532	chr11:34847243-34847532	289	2.806986	0.182599	0.618316	0.209259
11	35016286	35054400	Amp	11	35051463	35051997	chr11:35051463-35051997	534	1.555051	0.162481	0.591629	0.205556
11	35016286	35054400	Amp	11	35052236	35052689	chr11:35052236-35052689	453	1.555051	0.162481	0.591629	0.205556
11	35016286	35054400	Amp	11	35053022	35053283	chr11:35053022-35053283	261	1.555051	0.162481	0.591629	0.205556
11	35054871	35061528	Amp	11	35057314	35058112	chr11:35057314-35058112	798	1.737966	0.165752	0.597957	0.205556
11	35054871	35061528	Amp	11	35058254	35058670	chr11:35058254-35058670	416	1.737966	0.165752	0.597957	0.205556
11	35064874	35068016	Amp	11	35066599	35067152	chr11:35066599-35067152	553	1.56139	0.162593	0.591234	0.205556
11	35068099	35074167	Amp	11	35069482	35069680	chr11:35069482-35069680	198	1.472319	0.160967	0.588089	0.205556
11	35068099	35074167	Amp	11	35072919	35073221	chr11:35072919-35073221	302	1.472319	0.160967	0.588089	0.205556
11	35068099	35074167	Amp	11	35073607	35073921	chr11:35073607-35073921	314	1.472319	0.160967	0.588089	0.205556
11	35077079	35083185	Amp	11	35077849	35078170	chr11:35077849-35078170	321	1.805369	0.166831	0.596746	0.206481
11	35077079	35083185	Amp	11	35079507	35079746	chr11:35079507-35079746	239	1.805369	0.166831	0.596746	0.206481
11	35077079	35083185	Amp	11	35080761	35080936	chr11:35080761-35080936	175	1.805369	0.166831	0.596746	0.206481
11	35089521	35111292	Amp	11	35099118	35099616	chr11:35099118-35099616	498	1.299403	0.157727	0.58182	0.205556
11	35089521	35111292	Amp	11	35103874	35105511	chr11:35103874-35105511	1637	1.299403	0.157727	0.58182	0.205556
11	35089521	35111292	Amp	11	35109319	35109885	chr11:35109319-35109885	566	1.299403	0.157727	0.58182	0.205556
11	35442392	35472812	Amp	11	35443384	35443774	chr11:35443384-35443774	390	0.812287	0.147701	0.565405	0.203704
11	35610818	35677280	Amp	11	35643691	35643948	chr11:35643691-35643948	257	0.764657	0.146598	0.566012	0.202778
1	14030713	14920943	Del	1	14154959	14155163	chr1:14154959-14155163	204	37.213307	0.195779	0.433489	0.416667
1	14030713	14920943	Del	1	14462881	14463117	chr1:14462881-14463117	236	37.213307	0.195779	0.433489	0.416667
1	14030713	14920943	Del	1	14577059	14577154	chr1:14577059-14577154	95	37.213307	0.195779	0.433489	0.416667
1	14030713	14920943	Del	1	14638404	14638703	chr1:14638404-14638703	299	37.213307	0.195779	0.433489	0.416667
1	14030713	14920943	Del	1	14656585	14656699	chr1:14656585-14656699	114	37.213307	0.195779	0.433489	0.416667
1	14030713	14920943	Del	1	14765058	14765382	chr1:14765058-14765382	324	37.213307	0.195779	0.433489	0.416667
1	14030713	14920943	Del	1	14843752	14844090	chr1:14843752-14844090	338	37.213307	0.195779	0.433489	0.416667
1	14030713	14920943	Del	1	14847084	14847328	chr1:14847084-14847328	244	37.213307	0.195779	0.433489	0.416667
1	14030713	14920943	Del	1	14848264	14848527	chr1:14848264-14848527	263	37.213307	0.195779	0.433489	0.416667
1	14923720	15447498	Del	1	14924209	14924351	chr1:14924209-14924351	142	36.861152	0.194977	0.435156	0.422222
1	15779113	15806114	Del	1	15781625	15781660	chr1:15781625-15781660	35	40.417539	0.203699	0.435818	0.417593
1	15996555	16007754	Del	1	16007283	16007579	chr1:16007283-16007579	296	41.938618	0.207408	0.437996	0.419444
1	16012024	16138095	Del	1	16125579	16125747	chr1:16125579-16125747	168	42.031429	0.207608	0.437871	0.42037
1	16142960	16234059	Del	1	16156384	16156536	chr1:16156384-16156536	152	41.27634	0.205804	0.43711	0.421296
1	16142960	16234059	Del	1	16158409	16158760	chr1:16158409-16158760	351	41.27634	0.205804	0.43711	0.421296
11	6190530	6219515	Del	11	6217696	6217859	chr11:6217696-6217859	163	8.094584	0.107062	0.426912	0.278704
11	6222713	6233517	Del	11	6224718	6224948	chr11:6224718-6224948	230	7.950806	0.106461	0.427308	0.276852
11	628789	641563	Del	11	629192	629570	chr11:629192-629570	378	17.301944	0.140243	0.44278	0.283333
1	16337252	16344664	Del	1	16339360	16339596	chr1:16339360-16339596	236	42.371891	0.20841	0.435587	0.422222
1	16337252	16344664	Del	1	16339773	16339933	chr1:16339773-16339933	160	42.371891	0.20841	0.435587	0.422222
11	6339984	6409818	Del	11	6344620	6344857	chr11:6344620-6344857	237	7.789898	0.105759	0.426441	0.276852
1	16344827	16398077	Del	1	16364376	16364458	chr1:16364376-16364458	82	42.422745	0.208611	0.435587	0.422222
1	16450206	16520024	Del	1	16489021	16489207	chr1:16489021-16489207	186	41.522781	0.206405	0.437518	0.419444
1	16450206	16520024	Del	1	16508402	16508642	chr1:16508402-16508642	240	41.522781	0.206405	0.437518	0.419444
1	16450206	16520024	Del	1	16511251	16511623	chr1:16511251-16511623	372	41.522781	0.206405	0.437518	0.419444
11	6679182	6735002	Del	11	6699628	6699937	chr11:6699628-6699937	309	7.905356	0.10626	0.422662	0.277778
11	6679182	6735002	Del	11	6723829	6724231	chr11:6723829-6724231	402	7.905356	0.10626	0.422662	0.277778
1	16796742	17342924	Del	1	16826315	16826438	chr1:16826315-16826438	123	43.826157	0.211919	0.43837	0.421296
1	16796742	17342924	Del	1	16993628	16993842	chr1:16993628-16993842	214	43.826157	0.211919	0.43837	0.421296
11	7730988	7945818	Del	11	7913705	7913868	chr11:7913705-7913868	163	5.781235	0.096536	0.41846	0.273148
11	8296086	8574961	Del	11	8349327	8349765	chr11:8349327-8349765	438	5.501758	0.095133	0.415849	0.271296
11	8622542	8694073	Del	11	8632537	8632549	chr11:8632537-8632549	12	5.898595	0.097138	0.418633	0.272222
1	18705500	18952112	Del	1	18884159	18884499	chr1:18884159-18884499	340	40.705067	0.2044	0.43528	0.42037
11	8968582	8997997	Del	11	8988846	8989081	chr11:8988846-8989081	235	6.520387	0.100045	0.424215	0.268519
11	90652096	92460320	Del	11	91957038	91957557	chr11:91957038-91957557	519	9.270395	0.111874	0.505285	0.386111
11	9159876	9398354	Del	11	9294937	9295497	chr11:9294937-9295497	560	6.802156	0.101348	0.423379	0.267593
11	9159876	9398354	Del	11	9385760	9386326	chr11:9385760-9386326	566	6.802156	0.101348	0.423379	0.267593
1	19232033	19525585	Del	1	19283819	19283997	chr1:19283819-19283997	178	39.058371	0.20029	0.43405	0.416667
1	19232033	19525585	Del	1	19337577	19337942	chr1:19337577-19337942	365	39.058371	0.20029	0.43405	0.416667
11	92719207	93226784	Del	11	92807675	92808032	chr11:92807675-92808032	357	14.94714	0.132524	0.512222	0.396296
11	93293727	93454524	Del	11	93446176	93446355	chr11:93446176-93446355	179	13.013903	0.125908	0.512542	0.401852
11	9473770	9590389	Del	11	9587499	9588027	chr11:9587499-9588027	528	7.322257	0.103754	0.425667	0.272222
11	9473770	9590389	Del	11	9590279	9590748	chr11:9590279-9590748	110	7.322257	0.103754	0.425667	0.272222
11	94870614	94965717	Del	11	94882788	94883137	chr11:94882788-94883137	349	15.468993	0.134229	0.507909	0.411111
11	94870614	94965717	Del	11	94886240	94886569	chr11:94886240-94886569	329	15.468993	0.134229	0.507909	0.411111
11	94966693	95519787	Del	11	95421761	95422014	chr11:95421761-95422014	253	16.685826	0.138238	0.508761	0.414815
11	94966693	95519787	Del	11	95422082	95422381	chr11:95422082-95422381	299	16.685826	0.138238	0.508761	0.414815
11	9618679	9699470	Del	11	9635436	9636077	chr11:9635436-9636077	641	7.227306	0.103353	0.425515	0.272222
11	9618679	9699470	Del	11	9636768	9636900	chr11:9636768-9636900	132	7.227306	0.103353	0.425515	0.272222
11	9618679	9699470	Del	11	9639557	9639822	chr11:9639557-9639822	265	7.227306	0.103353	0.425515	0.272222
11	96286817	97563890	Del	11	97538549	97538882	chr11:97538549-97538882	333	19.322503	0.146559	0.510675	0.425
11	9703877	9799282	Del	11	9781782	9782109	chr11:9781782-9782109	327	7.227306	0.103353	0.428524	0.271296
11	9703877	9799282	Del	11	9786985	9787566	chr11:9786985-9787566	581	7.227306	0.103353	0.428524	0.271296
11	9703877	9799282	Del	11	9787824	9788205	chr11:9787824-9788205	381	7.227306	0.103353	0.428524	0.271296
1	19816643	19914601	Del	1	19832322	19832519	chr1:19832322-19832519	197	39.96434	0.202596	0.435324	0.418519
1	19816643	19914601	Del	1	19837772	19837831	chr1:19837772-19837831	59	39.96434	0.202596	0.435324	0.418519
1	19816643	19914601	Del	1	19839147	19839427	chr1:19839147-19839427	280	39.96434	0.202596	0.435324	0.418519
1	20483050	20509465	Del	1	20505958	20506082	chr1:20505958-20506082	124	38.929468	0.19999	0.43285	0.414815
1	20836983	20912285	Del	1	20881978	20882230	chr1:20881978-20882230	252	37.519868	0.196581	0.43297	0.412963
12	11658759	12188944	Del	12	11716028	11716373	chr12:11716028-11716373	345	0.845465	0.064759	0.431863	0.162037
12	11658759	12188944	Del	12	11721730	11722060	chr12:11721730-11722060	330	0.845465	0.064759	0.431863	0.162037
12	11658759	12188944	Del	12	11731456	11731873	chr12:11731456-11731873	417	0.845465	0.064759	0.431863	0.162037
12	11658759	12188944	Del	12	11736764	11737137	chr12:11736764-11737137	373	0.845465	0.064759	0.431863	0.162037
12	11658759	12188944	Del	12	12111679	12111898	chr12:12111679-12111898	219	0.845465	0.064759	0.431863	0.162037
12	11658759	12188944	Del	12	12185852	12185959	chr12:12185852-12185959	107	0.845465	0.064759	0.431863	0.162037
12	12106783	12123464	Amp	12	12111679	12111898	chr12:12111679-12111898	219	1.677778	0.164698	0.671154	0.22963
12	12178980	12188944	Amp	12	12185852	12185959	chr12:12185852-12185959	107	1.052249	0.152752	0.654715	0.227778
12	12267520	12429482	Del	12	12425810	12426042	chr12:12425810-12426042	232	0.84588	0.064759	0.429329	0.162037
12	12509314	12627994	Del	12	12512304	12512319	chr12:12512304-12512319	15	3.115012	0.082101	0.442813	0.168519
12	12509314	12627994	Del	12	12532834	12533375	chr12:12532834-12533375	541	3.115012	0.082101	0.442813	0.168519
12	12509314	12627994	Del	12	12556548	12557081	chr12:12556548-12557081	533	3.115012	0.082101	0.442813	0.168519
12	12509314	12627994	Del	12	12589911	12590246	chr12:12589911-12590246	335	3.115012	0.082101	0.442813	0.168519
12	12509314	12627994	Del	12	12592534	12593034	chr12:12592534-12593034	500	3.115012	0.082101	0.442813	0.168519
12	12509314	12627994	Del	12	12594845	12595716	chr12:12594845-12595716	871	3.115012	0.082101	0.442813	0.168519
12	12509314	12627994	Del	12	12599819	12600045	chr12:12599819-12600045	226	3.115012	0.082101	0.442813	0.168519
12	12509314	12627994	Del	12	12602381	12602995	chr12:12602381-12602995	614	3.115012	0.082101	0.442813	0.168519
12	12509314	12627994	Del	12	12609505	12609975	chr12:12609505-12609975	470	3.115012	0.082101	0.442813	0.168519
12	12965365	13042255	Del	12	12991466	12991515	chr12:12991466-12991515	49	2.041635	0.074883	0.440757	0.174074
12	12965365	13042255	Del	12	13025126	13025347	chr12:13025126-13025347	221	2.041635	0.074883	0.440757	0.174074
12	12965365	13042255	Del	12	13034551	13034650	chr12:13034551-13034650	99	2.041635	0.074883	0.440757	0.174074
12	13043119	13347612	Del	12	13075067	13075388	chr12:13075067-13075388	321	1.93501	0.074081	0.438013	0.174074
