Disease	Resource	Chr	Strand	Coordinate	Region	ProbeID	GeneID	GeneName	GeneType	TranscriptID	TranscriptName	TranscriptType	Methylation Status	Pvalue	FDR	Methylation Difference	Meancase	Meancontrol
Breast invasive carcinoma	TCGA	chr1	+	65792363	TSS1500	cg22488256	ENSG00000184588.16	PDE4B	protein_coding	ENST00000341517.7	PDE4B-002	protein_coding	hypermethylation	3.75e-52	2.09e-50	0.386703964832248	0.495838754824347	0.109134789992099
Breast invasive carcinoma	TCGA	chr1	-	67019654	intron	cg23015917	ENSG00000116704.7	SLC35D1	protein_coding	ENST00000235345.5	SLC35D1-001	protein_coding	hypermethylation	7.11e-98	6.07e-95	0.387849277182454	0.71958864190743	0.331739364724976
Breast invasive carcinoma	TCGA	chr1	+	75136482	intron	cg08272731	ENSG00000162624.13	LHX8	protein_coding	ENST00000356261.3	LHX8-002	protein_coding	hypermethylation	6.44e-39	1.69e-37	0.350533548279552	0.429900504276959	0.0793669559974071
Breast invasive carcinoma	TCGA	chr1	+	75136727	intron	cg08146483	ENSG00000162624.13	LHX8	protein_coding	ENST00000356261.3	LHX8-002	protein_coding	hypermethylation	4.19e-55	2.77e-53	0.4301077722801	0.50021484831946	0.07010707603936
Breast invasive carcinoma	TCGA	chr1	+	75137161	genebody	cg12764034	ENSG00000162624.13	LHX8	protein_coding	ENST00000356261.3	LHX8-002	protein_coding	hypermethylation	1.33e-50	6.76e-49	0.336705203602432	0.475615692094693	0.138910488492261
Breast invasive carcinoma	TCGA	chr1	-	79006723	TSS200	cg15084543	ENSG00000162618.11	ELTD1	protein_coding	ENST00000370742.3	ELTD1-001	protein_coding	hypermethylation	1.15e-128	6.83e-125	0.417692083177248	0.798857592132527	0.381165508955279
Breast invasive carcinoma	TCGA	chr1	-	79006767	TSS200	cg26422458	ENSG00000162618.11	ELTD1	protein_coding	ENST00000370742.3	ELTD1-001	protein_coding	hypermethylation	6e-106	8.15e-103	0.400575830833369	0.664256856209791	0.263681025376422
Breast invasive carcinoma	TCGA	chr1	-	79006676	5'UTR	cg04360793	ENSG00000162618.11	ELTD1	protein_coding	ENST00000370742.3	ELTD1-001	protein_coding	hypermethylation	4.3e-105	5.41e-102	0.396169496307141	0.776171680709935	0.380002184402794
Breast invasive carcinoma	TCGA	chr1	-	79006658	5'UTR	cg21113740	ENSG00000162618.11	ELTD1	protein_coding	ENST00000370742.3	ELTD1-001	protein_coding	hypermethylation	1.79e-77	4.3e-75	0.323037915535947	0.645180955734656	0.32214304019871
Breast invasive carcinoma	TCGA	chr1	-	90718140	TSS1500	cg11823511	ENSG00000143032.7	BARHL2	protein_coding	ENST00000370445.4	BARHL2-001	protein_coding	hypermethylation	5.82e-62	5.72e-60	0.42976909361315	0.523380058575767	0.0936109649626171
Breast invasive carcinoma	TCGA	chr1	-	90717494	TSS1500	cg25026529	ENSG00000143032.7	BARHL2	protein_coding	ENST00000370445.4	BARHL2-001	protein_coding	hypermethylation	4.6e-46	1.82e-44	0.37625074811886	0.434221448575574	0.0579707004567134
Breast invasive carcinoma	TCGA	chr1	-	90716977	1_exon	cg01921432	ENSG00000143032.7	BARHL2	protein_coding	ENST00000370445.4	BARHL2-001	protein_coding	hypermethylation	2.28e-59	1.93e-57	0.405486595833054	0.51063889436828	0.105152298535225
Breast invasive carcinoma	TCGA	chr1	-	90716571	1_exon	cg15979173	ENSG00000143032.7	BARHL2	protein_coding	ENST00000370445.4	BARHL2-001	protein_coding	hypermethylation	5.58e-66	6.81e-64	0.328879466672531	0.616835603634542	0.287956136962011
Breast invasive carcinoma	TCGA	chr1	-	90717220	5'UTR	cg18322569	ENSG00000143032.7	BARHL2	protein_coding	ENST00000370445.4	BARHL2-001	protein_coding	hypermethylation	5.28e-69	7.69e-67	0.479596816571744	0.666670249478174	0.18707343290643
Breast invasive carcinoma	TCGA	chr1	-	90716748	1_exon	cg26332310	ENSG00000143032.7	BARHL2	protein_coding	ENST00000370445.4	BARHL2-001	protein_coding	hypermethylation	1.12e-43	3.89e-42	0.307871450043637	0.497480621870896	0.189609171827259
Breast invasive carcinoma	TCGA	chr1	-	91726068	intron	cg17080882	ENSG00000069702.9	TGFBR3	protein_coding	ENST00000465892.5	TGFBR3-002	protein_coding	hypermethylation	1.01e-95	7.58e-93	0.370589746714697	0.739886154593571	0.369296407878874
Breast invasive carcinoma	TCGA	chr1	-	92482031	intron	cg09935388	ENSG00000162676.10	GFI1	protein_coding	ENST00000294702.5	GFI1-002	protein_coding	hypermethylation	2.48e-41	7.51e-40	0.317834910370829	0.614764495937903	0.296929585567074
Breast invasive carcinoma	TCGA	chr1	+	100719755	TSS200	cg25762679	ENSG00000162692.9	VCAM1	protein_coding	ENST00000370115.1	VCAM1-003	protein_coding	hypermethylation	6.08e-50	2.97e-48	0.33638588509939	0.624090388791007	0.287704503691616
Breast invasive carcinoma	TCGA	chr1	-	103108967	TSS1500	cg03520644	ENSG00000060718.17	COL11A1	protein_coding	ENST00000427239.4	COL11A1-002	protein_coding	hypermethylation	1.31e-79	3.58e-77	0.405791354277194	0.602821389258807	0.197030034981613
Breast invasive carcinoma	TCGA	chr1	+	109928897	3'UTR	cg19755069	ENSG00000184371.12	CSF1	protein_coding	ENST00000420111.5	CSF1-004	protein_coding	hypermethylation	4.18e-83	1.41e-80	0.319769093969629	0.676203637881534	0.356434543911906
Breast invasive carcinoma	TCGA	chr1	-	110068843	intron	cg06215569	ENSG00000156150.6	ALX3	protein_coding	ENST00000369792.4	ALX3-001	protein_coding	hypermethylation	4.01e-50	1.98e-48	0.307400970920608	0.54357269709778	0.236171726177172
Breast invasive carcinoma	TCGA	chr1	-	110674572	1_exon	cg20302133	ENSG00000177272.8	KCNA3	protein_coding	ENST00000369769.3	KCNA3-001	protein_coding	hypermethylation	3.1e-23	3.16e-22	0.307758094437721	0.33746370770583	0.029705613268109
Breast invasive carcinoma	TCGA	chr1	-	111516128	intron	cg00543976	ENSG00000121933.16	ADORA3	protein_coding	ENST00000443498.4	ADORA3-006	protein_coding	hypermethylation	9.88e-46	3.83e-44	0.310745060949774	0.496073830575721	0.185328769625946
Breast invasive carcinoma	TCGA	chr1	-	111515682	intron	cg11574975	ENSG00000121933.16	ADORA3	protein_coding	ENST00000443498.4	ADORA3-006	protein_coding	hypermethylation	1.84e-46	7.46e-45	0.378050038670499	0.489325211392932	0.111275172722432
Breast invasive carcinoma	TCGA	chr1	-	111515937	intron	cg14669379	ENSG00000121933.16	ADORA3	protein_coding	ENST00000443498.4	ADORA3-006	protein_coding	hypermethylation	1.14e-62	1.16e-60	0.412854911804452	0.577784129396887	0.164929217592435
Breast invasive carcinoma	TCGA	chr1	+	113675564	intron	cg20616821	ENSG00000081026.17	MAGI3	protein_coding	ENST00000369611.4	MAGI3-001	protein_coding	hypomethylation	3.34e-41	1.01e-39	-0.32855420445373	0.509238798156943	0.837793002610673
Breast invasive carcinoma	TCGA	chr1	-	114153728	TSS1500	cg19304150	ENSG00000134207.13	SYT6	protein_coding	ENST00000608879.1	SYT6-008	protein_coding	hypermethylation	1.56e-41	4.78e-40	0.307796758986011	0.347663046801552	0.0398662878155412
Breast invasive carcinoma	TCGA	chr1	-	114154410	TSS1500	cg19901801	ENSG00000134207.13	SYT6	protein_coding	ENST00000608879.1	SYT6-008	protein_coding	hypermethylation	2.28e-40	6.52e-39	0.377602159969934	0.443461092721947	0.0658589327520136
Breast invasive carcinoma	TCGA	chr1	+	114855236	5'UTR	cg10440578	ENSG00000198765.10	SYCP1	protein_coding	ENST00000369518.1	SYCP1-002	protein_coding	hypermethylation	4.51e-46	1.79e-44	0.391812067189681	0.477759690637459	0.0859476234477782
Breast invasive carcinoma	TCGA	chr1	+	114855452	genebody	cg18396987	ENSG00000198765.10	SYCP1	protein_coding	ENST00000369518.1	SYCP1-002	protein_coding	hypermethylation	3.85e-46	1.53e-44	0.302307972019144	0.558644253317366	0.256336281298222
Breast invasive carcinoma	TCGA	chr1	+	116110472	TSS1500	cg26678765	ENSG00000173212.4	MAB21L3	protein_coding	ENST00000369500.3	MAB21L3-001	protein_coding	hypomethylation	4.56e-64	4.94e-62	-0.371457162838932	0.455209716985366	0.826666879824298
Breast invasive carcinoma	TCGA	chr1	-	118987307	intron	cg02177231	ENSG00000092607.12	TBX15	protein_coding	ENST00000369429.3	TBX15-002	protein_coding	hypermethylation	3.69e-76	8.16e-74	0.415106945298484	0.595701659582181	0.180594714283697
Breast invasive carcinoma	TCGA	chr1	-	118987977	TSS200	cg04550737	ENSG00000092607.12	TBX15	protein_coding	ENST00000369429.3	TBX15-002	protein_coding	hypermethylation	3.19e-35	6.79e-34	0.356888020560276	0.389675649257756	0.0327876286974804
Breast invasive carcinoma	TCGA	chr1	-	118988054	TSS1500	cg21392341	ENSG00000092607.12	TBX15	protein_coding	ENST00000369429.3	TBX15-002	protein_coding	hypermethylation	2.42e-40	6.91e-39	0.32525477527655	0.365067682712607	0.0398129074360564
Breast invasive carcinoma	TCGA	chr1	-	118988079	TSS1500	cg27262412	ENSG00000092607.12	TBX15	protein_coding	ENST00000369429.3	TBX15-002	protein_coding	hypermethylation	1.06e-45	4.11e-44	0.352996237643558	0.488925453320317	0.135929215676759
Breast invasive carcinoma	TCGA	chr1	-	143966394	intron	cg12386752	ENSG00000263513.4	FAM72C	protein_coding	ENST00000369175.4	FAM72C-003	protein_coding	hypomethylation	4.96e-69	7.24e-67	-0.349256438660352	0.516964899632126	0.866221338292478
Breast invasive carcinoma	TCGA	chr1	-	145872264	genebody	cg01000615	ENSG00000198483.11	ANKRD35	protein_coding	ENST00000544626.2	ANKRD35-201	protein_coding	hypermethylation	8.18e-46	3.19e-44	0.310567626777573	0.504819407317332	0.194251780539759
Breast invasive carcinoma	TCGA	chr1	-	146019601	genebody	cg19624849	ENSG00000168509.16	HFE2	protein_coding	ENST00000421822.2	HFE2-005	protein_coding	hypermethylation	2.58e-66	3.2e-64	0.411168322970154	0.507559962456774	0.0963916394866198
Breast invasive carcinoma	TCGA	chr1	+	150272641	TSS200	cg03763518	ENSG00000118292.7	C1orf54	protein_coding	ENST00000369098.3	C1orf54-002	protein_coding	hypermethylation	2.94e-58	2.31e-56	0.311579726393064	0.621412472476746	0.309832746083682
Breast invasive carcinoma	TCGA	chr1	+	151036495	TSS1500	cg15380890	ENSG00000163141.17	BNIPL	protein_coding	ENST00000361277.8	BNIPL-006	protein_coding	hypomethylation	5.63e-52	3.1e-50	-0.315916266784557	0.357402145634216	0.673318412418773
Breast invasive carcinoma	TCGA	chr1	-	151145823	intron	cg26331172	ENSG00000143434.14	SEMA6C	protein_coding	ENST00000613223.1	SEMA6C-201	protein_coding	hypermethylation	1.39e-48	6.37e-47	0.401410694152793	0.554691016190397	0.153280322037604
Breast invasive carcinoma	TCGA	chr1	-	151159781	3'UTR	cg25306932	ENSG00000163155.10	LYSMD1	protein_coding	ENST00000368908.8	LYSMD1-001	protein_coding	hypomethylation	6.96e-37	1.63e-35	-0.325356749263475	0.397324203205243	0.722680952468718
Breast invasive carcinoma	TCGA	chr1	+	151514011	intron	cg21157873	ENSG00000143375.13	CGN	protein_coding	ENST00000271636.10	CGN-001	protein_coding	hypomethylation	1.37e-79	3.72e-77	-0.328199270111016	0.345054794406048	0.673254064517064
Breast invasive carcinoma	TCGA	chr1	+	151582348	3'UTR	cg20383521	ENSG00000143367.14	TUFT1	protein_coding	ENST00000353024.4	TUFT1-201	protein_coding	hypomethylation	9.95e-40	2.75e-38	-0.337809437487506	0.475101746052656	0.812911183540161
Breast invasive carcinoma	TCGA	chr1	-	151776184	genebody	cg18809597	ENSG00000182134.14	TDRKH	protein_coding	ENST00000458431.5	TDRKH-009	protein_coding	hypomethylation	2.3e-39	6.2e-38	-0.301839920323372	0.521974653457783	0.823814573781156
Breast invasive carcinoma	TCGA	chr1	-	151838888	genebody	cg12749132	ENSG00000225556.1	C2CD4D	protein_coding	ENST00000454109.1	C2CD4D-001	protein_coding	hypermethylation	3.75e-47	1.58e-45	0.322958879129466	0.654423864385533	0.331464985256067
Breast invasive carcinoma	TCGA	chr1	-	152090091	TSS1500	cg01925883	ENSG00000182898.3	TCHHL1	protein_coding	ENST00000368806.1	TCHHL1-001	protein_coding	hypomethylation	1.91e-49	9.13e-48	-0.34253988671749	0.450477440539425	0.793017327256915
Breast invasive carcinoma	TCGA	chr1	-	152114791	intron	cg22603037	ENSG00000159450.11	TCHH	protein_coding	ENST00000614923.1	TCHH-201	protein_coding	hypomethylation	1.31e-40	3.79e-39	-0.32372881357871	0.482799707146399	0.806528520725109
Breast invasive carcinoma	TCGA	chr1	-	152114147	intron	cg20592707	ENSG00000159450.11	TCHH	protein_coding	ENST00000614923.1	TCHH-201	protein_coding	hypomethylation	4.72e-33	8.83e-32	-0.307818632206829	0.523203141841033	0.831021774047862
Breast invasive carcinoma	TCGA	chr1	-	152108526	genebody	cg05523911	ENSG00000159450.11	TCHH	protein_coding	ENST00000614923.1	TCHH-201	protein_coding	hypermethylation	1.48e-29	2.24e-28	0.320401447265651	0.508021052377107	0.187619605111457
Breast invasive carcinoma	TCGA	chr1	+	152514001	TSS1500	cg22358102	ENSG00000169509.5	CRCT1	protein_coding	ENST00000368790.3	CRCT1-001	protein_coding	hypomethylation	5.14e-48	2.27e-46	-0.309057779727222	0.498727593059239	0.807785372786462
Breast invasive carcinoma	TCGA	chr1	+	152534366	intron	cg23254163	ENSG00000244057.3	LCE3C	protein_coding	ENST00000617545.1	LCE3C-201	protein_coding	hypomethylation	3.57e-79	9.48e-77	-0.362536725572758	0.448519829981154	0.811056555553912
Breast invasive carcinoma	TCGA	chr1	+	152685474	TSS1500	cg08279693	ENSG00000159455.8	LCE2B	protein_coding	ENST00000368780.3	LCE2B-001	protein_coding	hypomethylation	2.46e-40	7e-39	-0.31364611119256	0.566021397451848	0.879667508644408
Breast invasive carcinoma	TCGA	chr1	+	152907632	TSS1500	cg25082710	ENSG00000163207.6	IVL	protein_coding	ENST00000368764.3	IVL-001	protein_coding	hypomethylation	3.25e-47	1.38e-45	-0.30406008685992	0.399037154925141	0.70309724178506
Breast invasive carcinoma	TCGA	chr1	-	153042480	TSS1500	cg18087023	ENSG00000163216.6	SPRR2D	protein_coding	ENST00000368756.1	SPRR2D-003	protein_coding	hypomethylation	1.69e-34	3.45e-33	-0.311842601699437	0.551558401317706	0.863401003017142
Breast invasive carcinoma	TCGA	chr1	-	153058038	TSS1500	cg04993112	ENSG00000241794.1	SPRR2A	protein_coding	ENST00000392653.2	SPRR2A-001	protein_coding	hypomethylation	4.53e-52	2.51e-50	-0.317827965826897	0.433416131726172	0.751244097553069
Breast invasive carcinoma	TCGA	chr1	-	153057463	intron	cg18766755	ENSG00000241794.1	SPRR2A	protein_coding	ENST00000392653.2	SPRR2A-001	protein_coding	hypomethylation	5.37e-38	1.34e-36	-0.327682838801314	0.501434704831246	0.82911754363256
Breast invasive carcinoma	TCGA	chr1	+	153203366	TSS200	cg00298977	ENSG00000203784.2	LELP1	protein_coding	ENST00000368747.1	LELP1-001	protein_coding	hypomethylation	2.03e-74	4.05e-72	-0.311725722315873	0.306433418434507	0.61815914075038
Breast invasive carcinoma	TCGA	chr1	+	153204556	intron	cg21936464	ENSG00000203784.2	LELP1	protein_coding	ENST00000368747.1	LELP1-001	protein_coding	hypomethylation	5.65e-35	1.18e-33	-0.307281203503611	0.572455009634056	0.879736213137666
Breast invasive carcinoma	TCGA	chr1	-	153311365	TSS1500	cg09448880	ENSG00000159527.3	PGLYRP3	protein_coding	ENST00000290722.1	PGLYRP3-001	protein_coding	hypomethylation	2.08e-33	3.96e-32	-0.322502785067623	0.55951056730948	0.882013352377103
Breast invasive carcinoma	TCGA	chr1	-	153340025	intron	cg21400802	ENSG00000163218.13	PGLYRP4	protein_coding	ENST00000368739.3	PGLYRP4-002	protein_coding	hypomethylation	1.88e-42	6.07e-41	-0.303979611572498	0.328696750531418	0.632676362103916
Breast invasive carcinoma	TCGA	chr1	-	153541966	TSS1500	cg19808620	ENSG00000196420.6	S100A5	protein_coding	ENST00000368717.2	S100A5-002	protein_coding	hypermethylation	4.54e-50	2.24e-48	0.312067071237332	0.600113770835224	0.288046699597891
Breast invasive carcinoma	TCGA	chr1	+	153773735	TSS1500	cg08129092	ENSG00000143554.12	SLC27A3	protein_coding	ENST00000271857.5	SLC27A3-001	protein_coding	hypermethylation	1.57e-75	3.35e-73	0.334659213921115	0.593792538417089	0.259133324495974
Breast invasive carcinoma	TCGA	chr1	+	154502663	TSS1500	cg02457680	ENSG00000163239.11	TDRD10	protein_coding	ENST00000368480.3	TDRD10-002	protein_coding	hypermethylation	5.37e-91	3.1e-88	0.37840211902163	0.483902671202705	0.105500552181075
Breast invasive carcinoma	TCGA	chr1	+	154502592	TSS1500	cg05637536	ENSG00000163239.11	TDRD10	protein_coding	ENST00000368480.3	TDRD10-002	protein_coding	hypermethylation	5.35e-95	3.83e-92	0.331492898978015	0.533706026675494	0.20221312769748
Breast invasive carcinoma	TCGA	chr1	+	154502697	TSS1500	cg18081940	ENSG00000163239.11	TDRD10	protein_coding	ENST00000368480.3	TDRD10-002	protein_coding	hypermethylation	9.98e-78	2.44e-75	0.40599229595162	0.532167273090829	0.126174977139209
Breast invasive carcinoma	TCGA	chr1	+	155071268	intron	cg16171526	ENSG00000251246.1	RP11-540D14.8	protein_coding	ENST00000505139.1	RP11-540D14.8-001	protein_coding	hypermethylation	5.12e-31	8.48e-30	0.327643585034145	0.532328845547718	0.204685260513573
Breast invasive carcinoma	TCGA	chr1	+	155071407	intron	cg16269418	ENSG00000251246.1	RP11-540D14.8	protein_coding	ENST00000505139.1	RP11-540D14.8-001	protein_coding	hypermethylation	4.32e-47	1.82e-45	0.325930138298382	0.576574592265752	0.25064445396737
Breast invasive carcinoma	TCGA	chr1	-	156676501	1_exon	cg06355129	ENSG00000132688.10	NES	protein_coding	ENST00000368223.3	NES-001	protein_coding	hypermethylation	2.36e-57	1.77e-55	0.464407963426217	0.635649381093351	0.171241417667134
Breast invasive carcinoma	TCGA	chr1	-	157768668	TSS1500	cg05784088	ENSG00000132704.14	FCRL2	protein_coding	ENST00000469986.1	FCRL2-003	protein_coding	hypomethylation	5.77e-39	1.52e-37	-0.34896575106759	0.512706057176461	0.861671808244051
Breast invasive carcinoma	TCGA	chr1	-	157768660	TSS1500	cg20674248	ENSG00000132704.14	FCRL2	protein_coding	ENST00000469986.1	FCRL2-003	protein_coding	hypomethylation	5.92e-49	2.75e-47	-0.314480581618731	0.493881550159828	0.808362131778559
Breast invasive carcinoma	TCGA	chr1	+	158180184	intron	cg24432768	ENSG00000158473.6	CD1D	protein_coding	ENST00000368171.3	CD1D-001	protein_coding	hypomethylation	5.06e-60	4.44e-58	-0.400058235742237	0.425071159905834	0.825129395648072
Breast invasive carcinoma	TCGA	chr1	+	158183437	intron	cg10324825	ENSG00000158473.6	CD1D	protein_coding	ENST00000368171.3	CD1D-001	protein_coding	hypomethylation	2.67e-49	1.26e-47	-0.326851898100622	0.57954680947597	0.906398707576592
Breast invasive carcinoma	TCGA	chr1	+	158183981	genebody	cg11719576	ENSG00000158473.6	CD1D	protein_coding	ENST00000368171.3	CD1D-001	protein_coding	hypomethylation	5.67e-38	1.41e-36	-0.34932663937205	0.576471059273113	0.925797698645163
Breast invasive carcinoma	TCGA	chr1	+	158289012	TSS1500	cg27534912	ENSG00000158481.11	CD1C	protein_coding	ENST00000368170.6	CD1C-001	protein_coding	hypomethylation	6.4e-50	3.13e-48	-0.329936101358496	0.358059732804874	0.68799583416337
Breast invasive carcinoma	TCGA	chr1	+	158290136	TSS1500	cg07548313	ENSG00000158481.11	CD1C	protein_coding	ENST00000443761.1	CD1C-003	protein_coding	hypomethylation	1.03e-39	2.84e-38	-0.334912358397647	0.547289825339129	0.882202183736776
Breast invasive carcinoma	TCGA	chr1	+	158291361	1_exon	cg09149672	ENSG00000158481.11	CD1C	protein_coding	ENST00000443761.1	CD1C-003	protein_coding	hypomethylation	4.14e-53	2.42e-51	-0.403723263113205	0.498925011904655	0.90264827501786
Breast invasive carcinoma	TCGA	chr1	-	158331661	TSS200	cg02478603	ENSG00000158485.9	CD1B	protein_coding	ENST00000368168.3	CD1B-001	protein_coding	hypomethylation	4.47e-46	1.77e-44	-0.317133831506672	0.506472637881693	0.823606469388365
Breast invasive carcinoma	TCGA	chr1	-	158331248	intron	cg04574507	ENSG00000158485.9	CD1B	protein_coding	ENST00000368168.3	CD1B-001	protein_coding	hypomethylation	1.56e-56	1.11e-54	-0.400702326731637	0.448055193964711	0.848757520696348
Breast invasive carcinoma	TCGA	chr1	-	158330943	genebody	cg15952487	ENSG00000158485.9	CD1B	protein_coding	ENST00000368168.3	CD1B-001	protein_coding	hypomethylation	3.72e-60	3.3e-58	-0.340439632865437	0.334692488464436	0.675132121329873
Breast invasive carcinoma	TCGA	chr1	+	158355464	TSS1500	cg09664215	ENSG00000158488.14	CD1E	protein_coding	ENST00000368162.2	CD1E-013	protein_coding	hypomethylation	3.93e-65	4.53e-63	-0.36279409291439	0.477780084546256	0.840574177460646
Breast invasive carcinoma	TCGA	chr1	-	158399322	1_exon	cg15593510	ENSG00000186306.1	OR10T2	protein_coding	ENST00000334438.1	OR10T2-001	protein_coding	hypomethylation	9.59e-47	3.95e-45	-0.301900780856667	0.408342403523542	0.710243184380209
