node	attribute
(9r,10r)-9-(s-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene	drug
4r-fluoro-n6-ethanimidoyl-l-lysine	drug
[4-(6-chloro-naphthalene-2-sulfonyl)-piperazin-1-yl]-(3,4,5,6-tetrahydro-2h-[1,4']bipyridinyl-4-yl)-methanone	drug
o-acetyl-l-serine	drug
2-deoxy-d-glucitol 6-(e)-vinylhomophosphonate	drug
3'-phosphate-adenosine-5'-diphosphate	drug
(5s,7r,8s,9s,10r)-3-amino-8,9,10-trihydroxy-7-(hydroxymethyl)-6-oxa-1,3-diazaspiro[4.5]decane-2,4-dione	drug
n,n-dimethylformamide	drug
tetrabutylammonium ion	drug
kaempherol	drug
5-bromonicotinamide	drug
[1-(4-fluorobenzyl)cyclobutyl]methyl (1s)-1-[oxo(1h-pyrazol-5-ylamino)acetyl]pentylcarbamate	drug
cordycepin triphosphate	drug
uridine diphosphate glucose	drug
inositol 1,3,4,5-tetrakisphosphate	drug
5'-guanosine-diphosphate-monothiophosphate	drug
ru79256	drug
1,4-dithio-alpha-d-glucopyranose	drug
[1-(1-benzyl-3-hydroxy-2-oxo-propylcarbamoyl)-2-phenyl-ethyl]-carbamic acid benzyl ester	drug
epothilone d	drug
bis(5-amidino-2-benzimidazolyl)methanone	drug
n-hydroxy 1n(4-methoxyphenyl)sulfonyl-4-(z,e-n-methoxyimino)pyrrolidine-2r-carboxamide	drug
benzophenone	drug
3,4-dihydroxycinnamic acid	drug
2-amino-3-methyl-1-pyrrolidin-1-yl-butan-1-one	drug
4-[5-(trans-4-aminocyclohexylamino)-3-isopropylpyrazolo[1,5-a]pyrimidin-7-ylamino]-n,n-dimethylbenzenesulfonamide	drug
16,17-androstene-3-ol	drug
n,n-bis(3-(d-gluconamido)propyl)deoxycholamide	drug
hyperforin	drug
n6-benzyl adenosine-5'-diphosphate	drug
2-(2f-benzothiazolyl)-5-styryl-3-(4f-phthalhydrazidyl)tetrazolium chloride	drug
sucrosofate	drug
1-ethyl-pyrrolidine-2,5-dione	drug
2-(2-hydroxy-5-methoxy-phenyl)-1h-benzoimidazole-5-carboxamidine	drug
ru85493	drug
s-hydroxycysteine	drug
putrescine	drug
pentanal	drug
maltosyl-alpha (1,4)-d-gluconhydroximo-1,5-lactam	drug
carboxymycobactin s	drug
duroquinone	drug
5-chloryl-2,4,6-quinazolinetriamine	drug
5,7-dichlorokynurenic acid	drug
7-hydroxystaurosporine	drug
5-amidino-benzimidazole	drug
balanol analog 2	drug
lg-100268	drug
formic acid	drug
(s)-blebbistatin	drug
bisindolylmaleimide viii	drug
ru78262	drug
1-(2,6-dichlorophenyl)-5-(2,4-difluorophenyl)-7-piperidin-4-yl-3,4-dihydroquinolin-2(1h)-one	drug
2-amino-n,3,3-trimethylbutanamide	drug
ar-ao-14418	drug
gpi-1046	drug
inhibitor of p38 kinase	drug
rolipram	drug
1,4-butanediol	drug
taurine	drug
5-[4-tert-butylphenylsulfanyl]-2,4-quinazolinediamine	drug
3,5-dimethyl-1-(3-nitrophenyl)-1h-pyrazole-4-carboxylic acid ethyl ester	drug
7-methyl-7,8-dihydroguanosine-5'-diphosphate	drug
cytidine 3'-monophosphate	drug
phosphonotyrosine	drug
phenylethane boronic acid	drug
al5424	drug
di-stearoyl-3-sn-phosphatidylethanolamine	drug
trifluoroacetonyl coenzyme a	drug
hg9a-9, nonanoyl-n-hydroxyethylglucamide	drug
guanosine-5'-monophosphate	drug
o-benzylsulfonyl-serine	drug
6-(n-phenylcarbamyl)-2-naphthalenecarboxamidine	drug
methyl alpha-d-mannoside	drug
2(s)-amino-6-boronohexanoic acid	drug
6((s)-3-benzylpiperazin-1-yl)-3-(naphthalen-2-yl)-4-(pyridin-4-yl)pyrazine	drug
methyl n-{[(1r)-1-({1-[(benzyloxy)carbonyl]-l-prolyl-6-ammonio-l-norleucyl}amino)-2-phenylethyl](hydroxy)phosphoryl}-l-alanyl-l-prolinate	drug
cholesterol sulfate	drug
coenzyme a	drug
3-methylpyridine	drug
3-bromo-7-nitroindazole	drug
2-[3,4-dihydroxy-2-hydroxymethyl-5-(2-hydroxy-nonyl)-tetrahydro-furan-2-yloxy]-6-hydroxymethyl-tetra hydro-pyran-3,4,5-triol	drug
5-(4-morpholin-4-yl-phenylsulfanyl)-2,4-quinazolinediamine	drug
5-(aminomethyl)-6-(2,4-dichlorophenyl)-2-(3,5-dimethoxyphenyl)pyrimidin-4-amine	drug
alpha-d-glucose 6-phosphate	drug
1-(2-fluorobenzyl)-3-butyl-8-(n-acetyl-4-aminobenzyl)-xanthine	drug
staurosporine	drug
n-(phosphonoacetyl)-l-ornithine	drug
5-(2-fluoro-5-{(1e)-3-[3-hydroxy-2-(methoxycarbonyl)phenoxy]-1-propen-1-yl}phenyl)-1,2-oxazole-3-carboxylic acid	drug
r048-8071	drug
amido phenyl pyruvic acid	drug
alrestatin	drug
fidarestat	drug
n-{(4s)-4-amino-5-[(2-aminoethyl)amino]pentyl}-n'-nitroguanidine	drug
(1r,2r,3s,4r,6s)-3,4,6-trihydroxy-5-{[(s)-hydroxy(3-hydroxy-2-oxopropoxy)phosphoryl]oxy}-1,2-cyclohexanediyl bis[dihydrogen (phosphate)]	drug
n-cyclohexyl-n'-(4-iodophenyl)urea	drug
epicaptopril	drug
tridolgosir	drug
hexadecanesulfonyl fluoride	drug
s-acetyl-cysteine	drug
n-[3-(aminomethyl)benzyl]acetamidine	drug
amylamine	drug
n-[(furan-2-yl)carbonyl]-(s)-leucyl-(r)-[1-amino-2(1h-indol-3-yl)ethyl]-phosphonic acid	drug
(+)-2-(4-biphenyl)propionic acid	drug
1,2,4-triazole-carboxamidine	drug
2-{4-[4-(4-chloro-phenoxy)-benzenesulfonyl]-tetrahydro-pyran-4-yl}-n-hydroxy-acetamide	drug
indirubin-3'-monoxime	drug
gabaculine	drug
prostaglandin d2	drug
(s)-ampa	drug
3-[4-(1-formylpiperazin-4-yl)-benzylidenyl]-2-indolinone	drug
adenosine-5-diphosphoribose	drug
n-[3-[(1-aminoethyl)(hydroxy)phosphoryl]-2-(1,1'-biphenyl-4-ylmethyl)propanoyl]alanine	drug
cra_16847	drug
triglu-5-formyl-tetrahydrofolate	drug
delta-amino valeric acid	drug
n-(2-flouro-benzyl)-4-sulfamoyl-benzamide	drug
way-151693	drug
2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]thiopyran-3-carboxylic acid	drug
biliverdine ix alpha	drug
6-phospho-d-gluconic acid	drug
l-n(omega)-nitroarginine-(4r)-amino-l-proline amide	drug
triglyme	drug
aminooxyacetic acid	drug
1-{2-[2-(2-methoxyethoxy)ethoxy]ethoxy}-4-(1,1,3,3-tetramethylbutyl)benzene	drug
bis-benzamidine	drug
phosphoaminophosphonic acid guanylate ester	drug
cra_17312	drug
3,5-difluorobenzenesulfonamide	drug
a disubstituted succinyl caprolactam hydroxymate mmp3inhibitor	drug
4-(2,4-dimethyl-thiazol-5-yl)-pyrimidin-2-ylamine	drug
5-phospho-d-arabinohydroxamic acid	drug
isatin	drug
fr221647	drug
cytidine	drug
adenosine-2'-5'-diphosphate	drug
(s,r)-fidarestat	drug
2-chlorodideoxyadenosine	drug
2,4-diamino-5-methyl-6-[(3,4,5-trimethoxy-n-methylanilino)methyl]pyrido[2,3-d]pyrimidine	drug
3,5-dinitrocatechol	drug
[3,5-dibromo-4-(4-hydroxy-3-phenethylcarbamoyl-phenoxy)-phenyl]-acetic acid	drug
leucine - reduced carbonyl	drug
2-aminoethanimidic acid	drug
hadacidin	drug
protoporphyrin ix containing co	drug
zk-806450	drug
cumidine	drug
daidzin	drug
olomoucine	drug
cp-271485	drug
4-carboxycinnamic acid	drug
n-1-methylheptylformamide	drug
zenarestat	drug
n1-(1-dimethylcarbamoyl-2-phenyl-ethyl)-2-oxo-n4-(2-pyridin-2-yl-ethyl)-succinamide	drug
s,s'-(1,4-phenylene-bis(1,2-ethanediyl))bis-isothiourea	drug
pyridoxamine-5'-phosphate	drug
1-hydroxy-2-isopropylguanidine	drug
1,2-diacyl-sn-glycero-3-phosphoinositol	drug
3-amino-4-oxybenzyl-2-butanone	drug
k-252a	drug
3-sulfino-l-alanine	drug
3-[(3-sec-butyl-4-hydroxybenzoyl)amino]azepan-4-yl 4-(2-hydroxy-5-methoxybenzoyl)benzoate	drug
(2s,3s,4r,5s)-2-(4-amino-4,5-dihydro-1h-pyrrolo[3,2-d]pyrimidin-7-yl)-5-[(methylsulfanyl)methyl]-3,4-pyrrolidinediol	drug
(r)-propylene glycol	drug
hydroxy-phenyl-acetic acid 8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl ester	drug
5'-o-(n-ethyl-sulfamoyl)adenosine	drug
n-sulfo-flavin mononucleotide	drug
zinc trihydroxide	drug
propidium	drug
9,10-deepithio-9,10-didehydroacanthifolicin	drug
1,8-di-hydroxy-4-nitro-xanthen-9-one	drug
malonic acid	drug
1-acetyl-4-(4-{4-[(2-ethoxyphenyl)thio]-3-nitrophenyl}pyridin-2-yl)piperazine	drug
myristoyl-coa	drug
2'-deoxyguanosine-5'-triphosphate	drug
adenosine-5'-ditungstate	drug
2,4-dihydroxy-7-(methyloxy)-2h-1,4-benzoxazin-3(4h)-one	drug
equilin	drug
2',3'-dideoxyadenosine triphosphate	drug
3-(4-fluorophenyl)-1-hydroxy-2-(pyridin-4-yl)-1h-pyrrolo[3,2-b]pyridine	drug
uridine-diphosphate-n-acetylgalactosamine	drug
4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]benzenesulfonamide	drug
2-bromoacetyl group	drug
malonate ion	drug
(+)-rutamarin alcohol	drug
7-nitroindazole	drug
pyridoxine phosphate	drug
hexane-1,6-diol	drug
(r)-n-methyl-n-2-propynyl-1-indanamine	drug
furoyl-leucine	drug
s-methylcysteine	drug
dpb-t	drug
n-[4-hydroxymethyl-cyclohexan-6-yl-1,2,3-triol]-4,6-dideoxy-4-aminoglucopyranoside	drug
al7089a	drug
4-(aminosulfonyl)-n-[(2,4,6-trifluorophenyl)methyl]-benzamide	drug
2,6-diamino-(s)-9-[2-(phosphonomethoxy)propyl]purine	drug
3,8-diamino-6-phenyl-5-[6-[1-[2-[(1,2,3,4-tetrahydro-9-acridinyl)amino]ethyl]-1h-1,2,3-triazol-4-yl]hexyl]-phenanthridinium	drug
immucillin-g	drug
s-ethylisothiourea	drug
l-methionine (r)-s-oxide	drug
glycinamide ribonucleotide	drug
laevulinic acid	drug
4-morpholin-4-yl-piperidine-1-carboxylic acid [1-(3-benzenesulfonyl-1-propyl-allylcarbamoyl)-2-phenylethyl]-amide	drug
2-ethoxyethanol	drug
ilomastat	drug
sr11254	drug
3-(3,5-dibromo-4-hydroxy-benzoyl)-2-ethyl-benzofuran-6-sulfonic acid (4-sulfamoyl-phenyl)-amide	drug
4-oxosebacic acid	drug
platelet activating factor	drug
orotic acid	drug
o2-sulfo-glucuronic acid	drug
flufenamic acid	drug
argininosuccinate	drug
[4-({[5-benzyloxy-1-(3-carbamimidoyl-benzyl)-1h-indole-2-carbonyl]-amino}-methyl)-phenyl]-trimethyl-ammonium	drug
s-(2-oxo)pentadecylcoa	drug
porphobilinogen	drug
1-(5-tert-butyl-2-methyl-2h-pyrazol-3-yl)-3-(4-chloro-phenyl)-urea	drug
benzoylformic acid	drug
formycin	drug
5'-s-methyl-5'-thioadenosine	drug
protoporphyrin	drug
2-(2-hydroxy-phenyl)-3h-benzoimidazole-5-carboxamidine	drug
cra-9334	drug
irosustat	drug
isoamyl alcohol	drug
2-amino-6-chloropyrazine	drug
arginineamide	drug
calcipotriol	drug
(5s)-5-iododihydro-2,4(1h,3h)-pyrimidinedione	drug
palmitoyl-linoleoyl phosphatidylcholine	drug
4-(1,3,2-dioxaborolan-2-yloxy)butan-1-aminium	drug
5-monophosphate-9-beta-d-ribofuranosyl xanthine	drug
3,5,6,8-tetramethyl-n-methyl phenanthrolinium	drug
methyl methylsulfinylmethyl sulfide	drug
cyclic gmp	drug
2-deoxy-2-fluoro-alpha-d-mannosyl fluoride	drug
n-beta-d-glucopyranosylacetamide	drug
heparin disaccharide i-s	drug
em-1745	drug
1-hydroxyamine-2-isobutylmalonic acid	drug
2-[(3-hydroxy-2-methyl-5-phosphonooxymethyl-pyridin-4-ylmethyl)-imino]-5-phosphono-pent-3-enoic acid	drug
carbenoxolone	drug
2-aminothiazoline	drug
ru83876	drug
s-(d-carboxybutyl)-l-homocysteine	drug
nadph	drug
n-acetyl-serine	drug
mdl 101,146	drug
2-methoxyestradiol	drug
3,6,9,12,15-pentaoxaheptadecane	drug
selenocysteine	drug
2-amino-3-(5-tert-butyl-3-(phosphonomethoxy)-4-isoxazolyl)propionic acid	drug
monofluorophosphate ion	drug
n-hydroxy-4-[(4-methoxylphenyl)sulfonyl]-2,2-dimethyl-hexahydro-1,4-thiazepine-3(s)-carboxamide	drug
3-(benzyloxy)pyridin-2-amine	drug
heparin disaccharide iii-s	drug
4-{[1-methyl-5-(2-methyl-benzoimidazol-1-ylmethyl)-1h-benzoimidazol-2-ylmethyl]-amino}-benzamidine	drug
ly374571	drug
9-butyl-8-(2,5-dimethoxy-benzyl)-9h-purin-6-ylamine	drug
bis-napthyl beta-ketophosphonic acid	drug
2'-monophosphoadenosine-5'-diphosphate	drug
cra_10762	drug
(1n)-4-n-butoxyphenylsulfonyl-(2r)-n-hydroxycarboxamido-(4s)-methanesulfonylamino-pyrrolidine	drug
2-(2-hydroxy-1,1-dihydroxymethyl-ethylamino)-ethanesulfonic acid	drug
adenosine monotungstate	drug
myricetin	drug
d-gluconhydroximo-1,5-lactam	drug
guanine	drug
mmi-175	drug
beta-d-glucose	drug
nor-noha	drug
tolrestat	drug
leucine phosphonic acid	drug
cyclohexyl-{4-[5-(3,4-dichlorophenyl)-2-piperidin-4-yl-3-propyl-3h-imidazol-4-yl]-pyrimidin-2-yl}amine	drug
2-amino-7-[2-(2-hydroxy-1-hydroxymethyl-ethylamino)-ethyl]-1,7-dihydro-purin-6-one	drug
d-gluco-2,5-anhydro-1-deoxy-1-phosphonohexitol-6-phosphate	drug
3-hydroxymethyl-5-aziridinyl-1methyl-2-[1h-indole-4,7-dione]-propanol	drug
methylethylamine	drug
6-[n-(4-(aminomethyl)phenyl)carbamyl]-2-naphthalenecarboxamidine	drug
es-936	drug
4-hydroxy-1,2,5-oxadiazole-3-carboxylic acid	drug
5-(4-methoxyphenoxy)-2,4-quinazolinediamine	drug
1-deoxy-1-thio-heptaethylene glycol	drug
12-bromododecanoic acid	drug
6-o-cyclohexylmethyl guanine	drug
(r,r)-2,3-butanediol	drug
ethyl oxo(piperidin-1-yl)acetate	drug
[[4-(aminomethyl)phenyl]amino]oxo-acetic acid,	drug
methyl-2-s-(alpha-d-mannopyranosyl)-2-thio-alpha-d-mannopyranoside	drug
geldanamycin	drug
carboxyatractyloside	drug
2,4-diamino-6-[n-(2',5'-dimethoxybenzyl)-n-methylamino]quinazoline	drug
4-(aminosulfonyl)-n-[(4-fluorophenyl)methyl]-benzamide	drug
cytidine-5'-triphosphate	drug
ru90395	drug
aminomethylcyclohexane	drug
{4-[(2s)-2-({[(1s)-1-carboxy-2-phenylethyl]carbamoyl}amino)-3-oxo-3-(pentylamino)propyl]phenoxy}malonic acid	drug
2-deoxy-2-amino glucitol-6-phosphate	drug
3,8,9,10-tetrahydroxy-7-hydroxymethyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione	drug
n-tridecanoic acid	drug
3-(1h-indol-3-yl)-2-[4-(4-phenyl-piperidin-1-yl)-benzenesulfonylamino]-propionic acid	drug
b-nonylglucoside	drug
thymidine 5'-triphosphate	drug
undecyl-phosphinic acid butyl ester	drug
s-(2,4-dinitrophenyl)glutathione	drug
4-guanidinobenzoic acid	drug
thiocoumarin	drug
2-(2-hydroxy-phenyl)-1h-indole-5-carboxamidine	drug
benzylamine	drug
methoxy arachidonyl fluorophosphonate	drug
bms-181156	drug
l-methionine (s)-s-oxide	drug
12-phenylheme	drug
nojirimycine tetrazole	drug
7,8-dihydroinosine	drug
6-[n-(1-isopropyl-3,4-dihydro-7-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine	drug
(r)-n-(3-indol-1-yl-2-methyl-propyl)-4-sulfamoyl-benzamide	drug
n-benzylformamide	drug
phosphonothreonine	drug
etheno-nad	drug
cytidine-5'-monophosphate-5-n-acetylneuraminic acid	drug
2-hydroxyethyl disulfide	drug
(diaminomethyl-methyl-amino)-acetic acid	drug
4-[4-(1-amino-1-methylethyl)phenyl]-5-chloro-n-[4-(2-morpholin-4-ylethyl)phenyl]pyrimidin-2-amine	drug
ghavamiol	drug
(s)-3-phenyllactic acid	drug
l-alpha-glycerophosphorylserine	drug
carba-nicotinamide-adenine-dinucleotide	drug
dinor-n(omega)-hydroxy-l-arginine	drug
[3-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-propyl-]-phosphonic acid	drug
2,6,8-trimethyl-3-amino-9-benzyl-9-methoxynonanoic acid	drug
isopentyl pyrophosphate	drug
farnesol	drug
5'-o-(l-prolylsulfamoyl)adenosine	drug
1,6-fructose diphosphate (linear form)	drug
sn-glycerol 3-phosphate	drug
n-acetylalanine	drug
indirubin-5-sulphonate	drug
cra_10655	drug
cyclic adenosine monophosphate	drug
tetrazolyl histidine	drug
gamma-aminobutyric acid	drug
2,4,6-triaminoquinazoline	drug
aminodi(ethyloxy)ethylaminocarbonylbenzenesulfonamide	drug
n-[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]acetamide	drug
4-hydroxybutan-1-aminium	drug
(4s)-5-fluoro-l-leucine	drug
fexaramine	drug
vorinostat	drug
guanosine-5'-diphosphate-rhamnose	drug
d-glucitol 6-phosphate	drug
8-(2-chloro-3,4,5-trimethoxy-benzyl)-2-fluoro-9-pent-4-ylnyl-9h-purin-6-ylamine	drug
6-[n-(4-ethyl-1,2,3,4-tetrahydro-6-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine	drug
geranyl diphosphate	drug
glutathionylspermidine disulfide	drug
sp4160	drug
d-phenylalanine	drug
phosphoramidon	drug
n-(3-phenyl-2-sulfanylpropanoyl)phenylalanylalanine	drug
6-(octahydro-1h-indol-1-ylmethyl)decahydroquinazoline-2,4-diamine	drug
quinonoid 7,8-tetrahydrobiopterin	drug
hexanoyl-coa	drug
4-(dimethylamino)-n-[7-(hydroxyamino)-7-oxoheptyl]benzamide	drug
peldesine	drug
2',3'-dehydro-2',3'-deoxy-thymidine 5'-diphosphate	drug
pd150606	drug
2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate	drug
pentaglyme	drug
n(2)-carbamimidoyl-n-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1h-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-d-leucinamide	drug
n6-(2,5-dimethoxy-benzyl)-n6-methyl-pyrido[2,3-d]pyrimidine-2,4,6-triamine	drug
4-(hydroxymethyl)benzamidine	drug
colforsin	drug
se-ethyl-isoselenourea	drug
2'-deoxycytidine	drug
alpha,beta-methyleneadenosine 5'-triphosphate	drug
[2(r,s)-2-sulfanylheptanoyl]-phe-ala	drug
n-alpha-acetyl-3,5-diiodotyrosylglycine	drug
al7182	drug
1-amino-6-cyclohex-3-enylmethyloxypurine	drug
2-deoxy-glucose-6-phosphate	drug
adenosine phosphonoacetic acid	drug
n-(2,3,4,5,6-pentaflouro-benzyl)-4-sulfamoyl-benzamide	drug
balanol analog 1	drug
capric dimethyl amine oxide	drug
compound 19	drug
fr117016	drug
3-(4-{2-[2-(2-bromo-acetylamino)-ethyldisulfanyl]-ethylcarbamoyl}-cyclohexylcarbamoyl)-pyrazine-2-carboxylic acid	drug
latrunculin a	drug
2-(oxalyl-amino)-benzoic acid	drug
aminophosphonic acid-guanylate ester	drug
homoserine lactone	drug
1-[3,3-dimethyl-2-(2-methylamino-propionylamino)-butyryl]-pyrrolidine-2-carboxylic acid(1,2,3,4-tetrahydro-naphthalen-1-yl)-amide	drug
cibacron blue	drug
n-[o-phosphono-pyridoxyl]-isoleucine	drug
9-hydroxy-8-methoxy-6-nitro-phenanthrol[3,4-d][1,3]dioxole-5-carboxylic acid	drug
oxaloacetate ion	drug
terlipressin	drug
fumagillin	drug
n-dodecyl-n,n-dimethyl-3-ammonio-1-propanesulfonate	drug
n-omega-propyl-l-arginine	drug
nitrosoethane	drug
n-(5-cyclopropyl-1h-pyrazol-3-yl)benzamide	drug
(3-carboxy-2-(r)-hydroxy-propyl)-trimethyl-ammonium	drug
{[2-(1h-1,2,3-benzotriazol-1-yl)-2-(3,4-difluorophenyl)propane-1,3-diyl]bis[4,1-phenylene(difluoromethylene)]}bis(phosphonic acid)	drug
l-[(n-hydroxyamino)carbonyl]phenylalanine	drug
ly-294002	drug
cholic acid	drug
filaminast	drug
adenosine-5'-diphosphate-2',3'-vanadate	drug
novo nordisk a/s compound	drug
(1r,2s)-2-phenylcyclopropanaminium	drug
4-deoxy-alpha-d-glucose	drug
1-methylimidazole	drug
(4as,6r,8as)-11-[8-(1,3-dioxo-1,3-dihydro-2h-isoindol-2-yl)octyl]-6-hydroxy-3-methoxy-5,6,9,10-tetrahydro-4ah-[1]benzofuro[3a,3,2-ef][2]benzazepin-11-ium	drug
2-[3-(2-hydroxy-1,1-dihydroxymethyl-ethylamino)-propylamino]-2-hydroxymethyl-propane-1,3-diol	drug
beta-d-galactosamine	drug
cyanamide	drug
2,8-bis[oxido(oxo)vanadio]-1,1,1,3,5,5,7,7,9,9,9-undecaoxopentavanadoxane-2,8-diium	drug
5'-o-(l-cysteinylsulfamoyl)adenosine	drug
3-methylphenylalanine	drug
s-{2-[amino(dihydroxy)-lambda~4~-sulfanyl]ethyl}-d-cysteine	drug
nu1025	drug
glycocholic acid	drug
6-aminohexyl-uridine-c1,5'-diphosphate	drug
hydroxyaminovaline	drug
nicotinamide	drug
6-[n-(1-isopropyl-1,2,3,4-tetrahydro-7-isoquinolinyl)carbamyl]-2-naphthalenecarboxamidine	drug
resveratrol	drug
2,3,-dihydroxybenzoylserine	drug
sorbinil	drug
3'-uridinemonophosphate	drug
compound 18	drug
7-methyl-guanosine-5'-triphosphate	drug
c-(1-hydrogyl-beta-d-glucopyranosyl) formamide	drug
alpha-d-glucopyranosyl-2-carboxylic acid amide	drug
4-iodopyrazole	drug
4-oxo-2-phenylmethanesulfonyl-octahydro-pyrrolo[1,2-a]pyrazine-6-carboxylic acid [1-(n-hydroxycarbamimidoyl)-piperidin-4-ylmethyl]-amide	drug
2-phosphoglycolic acid	drug
2-butyl-1-hydroxyguanidine	drug
7-hydroxy-2-oxo-chromene-3-carboxylic acid ethyl ester	drug
4-methylthio-alpha-d-mannose	drug
ethylmercurithiosalicylic acid	drug
purvalanol	drug
2-amino-3-oxo-4-sulfo-butyric acid	drug
3-indolebutyric acid	drug
cd564	drug
kifunensine	drug
rpr131247	drug
uridine	drug
phthalic acid	drug
s-(methylmercury)-l-cysteine	drug
glycocyamine	drug
9-butyl-8-(3,4,5-trimethoxybenzyl)-9h-purin-6-amine	drug
1-3 sugar ring of pentamannosyl 6-phosphate	drug
pyrazole	drug
indolepropionic acid	drug
4-methyl-umbelliferyl-n-acetyl-chitobiose	drug
s-mercaptocysteine	drug
ru79072	drug
5-mercapto-2-nitro-benzoic acid	drug
(r)-3-hydroxytetradecanoic acid	drug
sucrose	drug
(3-chloro-4-propoxy-phenyl)-acetic acid	drug
1,3-propanediol	drug
2,5-anhydroglucitol-1,6-biphosphate	drug
dodecyltrimethylammonium	drug
4'-deoxy-4'-acetylyamino-pyridoxal-5'-phosphate	drug
n-(bromoacetyl)-beta-alanyl-n-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-l-serinamide	drug
pregnenolone	drug
p-anisic acid	drug
9-deazainosine	drug
5-hydroxymethyl-5,6-dihydrofolic acid	drug
3-phenyl-1,2-propandiol	drug
arabinouridine 3'-phosphate	drug
diethyl phosphonate	drug
rwj-56423	drug
2-acetamido-2-deoxy-d-glucono-1,5-lactone	drug
iodo-willardiine	drug
1-azepan-1-yl-2-phenyl-2-(4-thioxo-1,4-dihydro-pyrazolo[3,4-d]pyrimidin-5-yl)ethanone adduct	drug
canaline	drug
para-bromobenzyl alcohol	drug
n-pyridoxyl-glycine-5-monophosphate	drug
methylphosphinate	drug
7-(1,1-dioxo-1h-benzo[d]isothiazol-3-yloxymethyl)-2-(oxalyl-amino)-4,7-dihydro-5h-thieno[2,3-c]pyran-3-carboxylic acid	drug
fr236913	drug
dihydrogenphosphate	drug
[4-(2-amino-4-methyl-thiazol-5-yl)-pyrimidin-2-yl]-(3-nitro-phenyl)-amine	drug
idd552	drug
alpha-d-glucose 1,6-bisphosphate	drug
4-(hydrogen sulfate)-beta-d-galactopyranose	drug
3,4-dihydro-2h-pyrrolium-5-carboxylate	drug
4-(1,3-benzodioxol-5-yl)-5-(5-ethyl-2,4-dihydroxyphenyl)-2h-pyrazole-3-carboxylic acid	drug
